futures_id,date,institutional_investors,long_deal_volume,long_deal_amount,short_deal_volume,short_deal_amount,long_open_interest_balance_volume,long_open_interest_balance_amount,short_open_interest_balance_volume,short_open_interest_balance_amount
SPF,2018-06-15,自營商,111.0,61769.0,61.0,33977.0,137.0,76391.0,50.0,27880.0
SPF,2018-06-15,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-15,外資,2.0,1115.0,63.0,35100.0,2.0,1115.0,42.0,23419.0
T5F,2018-06-15,自營商,94.0,75347.0,94.0,75432.0,170.0,137856.0,156.0,126646.0
T5F,2018-06-15,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-15,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-15,自營商,874.0,1586675.0,1050.0,1899244.0,645.0,1175234.0,916.0,1666710.0
TE,2018-06-15,投信,0.0,0.0,0.0,0.0,47.0,86066.0,24.0,43949.0
TE,2018-06-15,外資,3108.0,5637955.0,2643.0,4804762.0,2382.0,4346378.0,1691.0,3090259.0
TF,2018-06-15,自營商,202.0,255303.0,328.0,414671.0,168.0,213246.0,432.0,544121.0
TF,2018-06-15,投信,0.0,0.0,0.0,0.0,50.0,63610.0,0.0,0.0
TF,2018-06-15,外資,1153.0,1463043.0,1103.0,1399276.0,865.0,1099195.0,1821.0,2310312.0
TJF,2018-06-15,自營商,83.0,29634.0,126.0,44991.0,78.0,27807.0,83.0,29590.0
TJF,2018-06-15,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-15,外資,3.0,1071.0,12.0,4285.0,13.0,4634.0,0.0,0.0
TX,2018-06-15,自營商,17179.0,37682522.0,17723.0,38852295.0,7525.0,16183597.0,13139.0,28489804.0
TX,2018-06-15,投信,13207.0,29053940.0,13199.0,28440242.0,1668.0,3658251.0,27315.0,59577736.0
TX,2018-06-15,外資,78011.0,170780893.0,76662.0,168487110.0,76582.0,167885980.0,31625.0,69483165.0
UDF,2018-06-15,自營商,1697.0,855723.0,1994.0,1005152.0,763.0,384338.0,4.0,2015.0
UDF,2018-06-15,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-15,外資,353.0,177944.0,367.0,185056.0,50.0,25186.0,0.0,0.0
XIF,2018-06-15,自營商,110.0,139099.0,137.0,173469.0,232.0,294384.0,249.0,315266.0
XIF,2018-06-15,投信,0.0,0.0,0.0,0.0,1.0,1279.0,0.0,0.0
XIF,2018-06-15,外資,75.0,95870.0,56.0,71574.0,18.0,23024.0,0.0,0.0
ETF,2018-06-19,自營商,4875.0,1574899.0,4483.0,1578922.0,3311.0,1150291.0,6797.0,2031631.0
ETF,2018-06-19,投信,4979.0,2606431.0,4979.0,2605382.0,2653.0,1086318.0,4726.0,3423272.0
ETF,2018-06-19,外資,4817.0,2000970.0,4442.0,1869019.0,3872.0,2921167.0,4357.0,1110922.0
GTF,2018-06-19,自營商,1.0,618.0,0.0,0.0,8.0,4973.0,7.0,4314.0
GTF,2018-06-19,投信,9.0,5487.0,9.0,5544.0,9.0,5483.0,0.0,0.0
GTF,2018-06-19,外資,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31080.0
I5F,2018-06-19,自營商,71.0,38102.0,56.0,30052.0,226.0,121202.0,445.0,238599.0
I5F,2018-06-19,投信,0.0,0.0,0.0,0.0,226.0,121125.0,0.0,0.0
I5F,2018-06-19,外資,117.0,62811.0,125.0,67107.0,31.0,16638.0,13.0,6967.0
MTX,2018-06-19,自營商,11913.0,6465907.0,13729.0,7409780.0,21467.0,11494116.0,12825.0,6762672.0
MTX,2018-06-19,投信,44.0,23495.0,32.0,17454.0,46.0,24444.0,0.0,0.0
MTX,2018-06-19,外資,40673.0,22176656.0,44541.0,24279852.0,446.0,237651.0,18327.0,9938529.0
SF,2018-06-19,自營商,28637.0,4207535.0,28907.0,4571932.0,25057.0,3378017.0,99492.0,15393191.0
SF,2018-06-19,投信,0.0,0.0,0.0,0.0,0.0,0.0,227.0,176164.0
SF,2018-06-19,外資,23292.0,5183810.0,23027.0,5397292.0,28697.0,9200190.0,23133.0,6048702.0
SPF,2018-06-19,自營商,268.0,148401.0,282.0,156047.0,131.0,72181.0,58.0,31964.0
SPF,2018-06-19,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-19,外資,68.0,37671.0,16.0,8850.0,12.0,6617.0,0.0,0.0
T5F,2018-06-19,自營商,1.0,784.0,3.0,2414.0,168.0,133795.0,156.0,124415.0
T5F,2018-06-19,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-19,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-19,自營商,998.0,1788936.0,971.0,1736033.0,637.0,1134990.0,881.0,1562546.0
TE,2018-06-19,投信,45.0,79234.0,44.0,79250.0,48.0,84236.0,24.0,43027.0
TE,2018-06-19,外資,3509.0,6285213.0,3870.0,6934740.0,2197.0,3886060.0,1867.0,3302354.0
TF,2018-06-19,自營商,562.0,707288.0,416.0,521803.0,221.0,278083.0,339.0,421537.0
TF,2018-06-19,投信,9.0,11204.0,9.0,11386.0,50.0,62883.0,0.0,0.0
TF,2018-06-19,外資,2598.0,3265785.0,2711.0,3402784.0,804.0,1000500.0,1873.0,2339036.0
TJF,2018-06-19,自營商,220.0,77363.0,309.0,108621.0,110.0,38200.0,204.0,70844.0
TJF,2018-06-19,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-19,外資,46.0,16188.0,22.0,7722.0,37.0,12849.0,0.0,0.0
TX,2018-06-19,自營商,28214.0,61352684.0,25214.0,54760132.0,8909.0,18915682.0,11239.0,23839038.0
TX,2018-06-19,投信,11501.0,25051158.0,12402.0,26505097.0,1422.0,3033570.0,27972.0,59473388.0
TX,2018-06-19,外資,126360.0,273937143.0,132088.0,286904682.0,75873.0,162174412.0,36684.0,78365389.0
UDF,2018-06-19,自營商,1337.0,667798.0,1748.0,872146.0,354.0,175344.0,6.0,2972.0
UDF,2018-06-19,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-19,外資,514.0,257244.0,413.0,206677.0,157.0,77767.0,6.0,2972.0
XIF,2018-06-19,自營商,282.0,351935.0,295.0,368121.0,217.0,271084.0,247.0,307688.0
XIF,2018-06-19,投信,1.0,1238.0,1.0,1265.0,1.0,1232.0,0.0,0.0
XIF,2018-06-19,外資,55.0,69748.0,60.0,76042.0,15.0,18989.0,2.0,2532.0
ETF,2018-06-20,自營商,2908.0,922671.0,2290.0,690289.0,2623.0,967741.0,4461.0,1370000.0
ETF,2018-06-20,投信,0.0,0.0,0.0,0.0,2653.0,1100612.0,4726.0,3466203.0
ETF,2018-06-20,外資,2434.0,745310.0,2413.0,741589.0,3562.0,2666029.0,4298.0,990824.0
GTF,2018-06-20,自營商,31.0,18840.0,39.0,23681.0,2.0,1213.0,2.0,1213.0
GTF,2018-06-20,投信,0.0,0.0,0.0,0.0,9.0,5458.0,0.0,0.0
GTF,2018-06-20,外資,18.0,10998.0,30.0,18178.0,0.0,0.0,30.0,18192.0
I5F,2018-06-20,自營商,25.0,13453.0,36.0,19350.0,228.0,123122.0,458.0,247259.0
I5F,2018-06-20,投信,0.0,0.0,0.0,0.0,226.0,121950.0,0.0,0.0
I5F,2018-06-20,外資,96.0,51495.0,86.0,46148.0,28.0,15133.0,0.0,0.0
MTX,2018-06-20,自營商,19374.0,10411568.0,21408.0,11534541.0,11272.0,5966408.0,12349.0,6559161.0
MTX,2018-06-20,投信,0.0,0.0,0.0,0.0,46.0,24700.0,0.0,0.0
MTX,2018-06-20,外資,49166.0,26537784.0,46492.0,25114232.0,1457.0,781993.0,510.0,273715.0
SF,2018-06-20,自營商,29466.0,4114635.0,29835.0,4379635.0,13377.0,1584692.0,77812.0,13304861.0
SF,2018-06-20,投信,267.0,258291.0,0.0,0.0,40.0,81600.0,0.0,0.0
SF,2018-06-20,外資,23076.0,4781692.0,22749.0,4653321.0,21675.0,7499065.0,13643.0,3324627.0
SPF,2018-06-20,自營商,292.0,160556.0,306.0,168239.0,198.0,109850.0,139.0,77130.0
SPF,2018-06-20,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-20,外資,27.0,14806.0,1.0,553.0,38.0,21086.0,0.0,0.0
T5F,2018-06-20,自營商,158.0,126507.0,164.0,131300.0,89.0,70559.0,78.0,61838.0
T5F,2018-06-20,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-20,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-20,自營商,1472.0,2609416.0,1329.0,2351142.0,243.0,426596.0,544.0,956694.0
TE,2018-06-20,投信,4.0,7017.0,27.0,47390.0,49.0,86201.0,24.0,42221.0
TE,2018-06-20,外資,2500.0,4413932.0,2832.0,5006349.0,1786.0,3141931.0,1601.0,2816479.0
TF,2018-06-20,自營商,754.0,948565.0,651.0,820277.0,155.0,194525.0,269.0,337098.0
TF,2018-06-20,投信,37.0,46228.0,8.0,10174.0,46.0,57730.0,0.0,0.0
TF,2018-06-20,外資,1826.0,2295068.0,2032.0,2544127.0,855.0,1073025.0,1812.0,2274060.0
TJF,2018-06-20,自營商,182.0,63241.0,150.0,52143.0,218.0,76147.0,280.0,97805.0
TJF,2018-06-20,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-20,外資,2.0,694.0,33.0,11440.0,6.0,2095.0,0.0,0.0
TX,2018-06-20,自營商,32720.0,70737769.0,39116.0,84543612.0,5556.0,11737308.0,11316.0,24116854.0
TX,2018-06-20,投信,806.0,1735774.0,524.0,1123135.0,1364.0,2929489.0,27635.0,59352981.0
TX,2018-06-20,外資,81585.0,175724156.0,79172.0,170745887.0,64890.0,139333973.0,29722.0,63785115.0
UDF,2018-06-20,自營商,1857.0,916442.0,2068.0,1020179.0,196.0,97375.0,59.0,29323.0
UDF,2018-06-20,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-20,外資,317.0,156357.0,316.0,155980.0,161.0,79971.0,9.0,4470.0
XIF,2018-06-20,自營商,2533.0,3233705.0,2616.0,3342006.0,175.0,220063.0,147.0,184685.0
XIF,2018-06-20,投信,0.0,0.0,0.0,0.0,1.0,1258.0,0.0,0.0
XIF,2018-06-20,外資,261.0,333256.0,127.0,161067.0,2.0,2515.0,29.0,36468.0
ETF,2018-06-21,自營商,790.0,189146.0,748.0,187458.0,2758.0,979536.0,4554.0,1377443.0
ETF,2018-06-21,投信,0.0,0.0,0.0,0.0,2653.0,1094074.0,4726.0,3452556.0
ETF,2018-06-21,外資,1898.0,561793.0,2224.0,582090.0,3576.0,2704736.0,4638.0,1049420.0
GTF,2018-06-21,自營商,5.0,3057.0,4.0,2443.0,4.0,2450.0,3.0,1833.0
GTF,2018-06-21,投信,0.0,0.0,0.0,0.0,9.0,5512.0,0.0,0.0
GTF,2018-06-21,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18372.0
I5F,2018-06-21,自營商,162.0,87318.0,155.0,83548.0,248.0,133338.0,471.0,253148.0
I5F,2018-06-21,投信,0.0,0.0,0.0,0.0,226.0,121373.0,0.0,0.0
I5F,2018-06-21,外資,200.0,107821.0,205.0,110521.0,26.0,14001.0,3.0,1611.0
MTX,2018-06-21,自營商,6889.0,3684169.0,6975.0,3725321.0,10937.0,5771810.0,12124.0,6418242.0
MTX,2018-06-21,投信,0.0,0.0,0.0,0.0,46.0,24626.0,0.0,0.0
MTX,2018-06-21,外資,34587.0,18531574.0,37467.0,20077137.0,960.0,513625.0,2893.0,1548625.0
SF,2018-06-21,自營商,17312.0,2373953.0,18256.0,2689700.0,14705.0,1759004.0,80084.0,13801616.0
SF,2018-06-21,投信,0.0,0.0,200.0,50752.0,40.0,79680.0,200.0,51400.0
SF,2018-06-21,外資,20630.0,4858487.0,21115.0,4805044.0,21708.0,7488383.0,14161.0,3248684.0
SPF,2018-06-21,自營商,110.0,61124.0,106.0,58916.0,234.0,130233.0,171.0,95189.0
SPF,2018-06-21,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-21,外資,2.0,1110.0,1.0,555.0,39.0,21711.0,0.0,0.0
T5F,2018-06-21,自營商,32.0,25100.0,36.0,28262.0,101.0,79578.0,94.0,74051.0
T5F,2018-06-21,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-21,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-21,自營商,461.0,810157.0,490.0,861013.0,240.0,420252.0,570.0,999703.0
TE,2018-06-21,投信,0.0,0.0,0.0,0.0,49.0,85985.0,24.0,42115.0
TE,2018-06-21,外資,1500.0,2638549.0,1650.0,2902166.0,1706.0,2993689.0,1671.0,2932271.0
TF,2018-06-21,自營商,185.0,231051.0,168.0,209652.0,196.0,244711.0,293.0,365333.0
TF,2018-06-21,投信,4.0,4995.0,0.0,0.0,50.0,62430.0,0.0,0.0
TF,2018-06-21,外資,661.0,825847.0,859.0,1073155.0,788.0,983897.0,1943.0,2426030.0
TJF,2018-06-21,自營商,170.0,59499.0,122.0,42701.0,281.0,97981.0,295.0,102864.0
TJF,2018-06-21,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-21,外資,43.0,15075.0,94.0,32910.0,0.0,0.0,45.0,15691.0
TX,2018-06-21,自營商,14808.0,31704990.0,14033.0,30040122.0,6389.0,13487211.0,11368.0,24156039.0
TX,2018-06-21,投信,252.0,539659.0,26.0,55631.0,1390.0,2976438.0,27435.0,58747869.0
TX,2018-06-21,外資,47306.0,101388023.0,51197.0,109729021.0,63832.0,136653683.0,32555.0,69660777.0
UDF,2018-06-21,自營商,1686.0,834146.0,1872.0,926059.0,217.0,107423.0,266.0,131664.0
UDF,2018-06-21,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-21,外資,281.0,139044.0,271.0,134093.0,162.0,80137.0,0.0,0.0
XIF,2018-06-21,自營商,106.0,132203.0,114.0,141966.0,192.0,240531.0,172.0,215040.0
XIF,2018-06-21,投信,0.0,0.0,0.0,0.0,1.0,1254.0,0.0,0.0
XIF,2018-06-21,外資,74.0,92730.0,83.0,103963.0,0.0,0.0,36.0,45151.0
ETF,2018-06-22,自營商,592.0,181043.0,707.0,331981.0,2589.0,831008.0,4500.0,1382126.0
ETF,2018-06-22,投信,0.0,0.0,0.0,0.0,2653.0,1092877.0,4726.0,3442819.0
ETF,2018-06-22,外資,2066.0,646663.0,2176.0,565150.0,3762.0,2841180.0,4934.0,1112869.0
GTF,2018-06-22,自營商,9.0,5474.0,12.0,7281.0,1.0,609.0,3.0,1822.0
GTF,2018-06-22,投信,0.0,0.0,0.0,0.0,9.0,5477.0,0.0,0.0
GTF,2018-06-22,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18258.0
I5F,2018-06-22,自營商,175.0,94359.0,172.0,92795.0,253.0,137285.0,473.0,256602.0
I5F,2018-06-22,投信,0.0,0.0,0.0,0.0,226.0,122549.0,0.0,0.0
I5F,2018-06-22,外資,127.0,68212.0,137.0,73563.0,26.0,14122.0,13.0,7049.0
MTX,2018-06-22,自營商,8737.0,4635507.0,10334.0,5472866.0,10191.0,5351966.0,13087.0,6894280.0
MTX,2018-06-22,投信,28.0,14933.0,0.0,0.0,74.0,39424.0,0.0,0.0
MTX,2018-06-22,外資,39165.0,20829280.0,43024.0,22882950.0,591.0,314540.0,6383.0,3400310.0
SF,2018-06-22,自營商,14793.0,1967341.0,17183.0,3174230.0,15692.0,1767119.0,83461.0,14869576.0
SF,2018-06-22,投信,25.0,48312.0,0.0,0.0,65.0,122980.0,200.0,49600.0
SF,2018-06-22,外資,22709.0,5252360.0,21557.0,4867487.0,23138.0,7794488.0,14439.0,3195426.0
SPF,2018-06-22,自營商,97.0,53561.0,120.0,66211.0,216.0,119260.0,176.0,97182.0
SPF,2018-06-22,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-22,外資,41.0,22603.0,27.0,14904.0,53.0,29256.0,0.0,0.0
T5F,2018-06-22,自營商,0.0,0.0,2.0,1575.0,99.0,77781.0,94.0,73844.0
T5F,2018-06-22,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-22,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-22,自營商,622.0,1080755.0,668.0,1160767.0,170.0,295376.0,546.0,950962.0
TE,2018-06-22,投信,5.0,8720.0,0.0,0.0,54.0,94090.0,24.0,41818.0
TE,2018-06-22,外資,1738.0,3023067.0,1837.0,3194442.0,1701.0,2963822.0,1765.0,3075336.0
TF,2018-06-22,自營商,241.0,299808.0,281.0,349171.0,144.0,179210.0,281.0,349345.0
TF,2018-06-22,投信,0.0,0.0,1.0,1247.0,49.0,60985.0,0.0,0.0
TF,2018-06-22,外資,893.0,1110211.0,905.0,1125432.0,776.0,965810.0,1943.0,2418258.0
TJF,2018-06-22,自營商,137.0,47614.0,212.0,73618.0,221.0,77195.0,310.0,108289.0
TJF,2018-06-22,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-22,外資,75.0,26006.0,22.0,7645.0,22.0,7686.0,14.0,4889.0
TX,2018-06-22,自營商,15332.0,32581112.0,17578.0,37351468.0,5959.0,12504506.0,13156.0,27836182.0
TX,2018-06-22,投信,527.0,1123835.0,70.0,149137.0,1895.0,4038138.0,27483.0,58564849.0
TX,2018-06-22,外資,61710.0,131302103.0,63161.0,134375280.0,64051.0,136459880.0,34225.0,72877316.0
UDF,2018-06-22,自營商,1475.0,724179.0,1735.0,851548.0,182.0,89318.0,491.0,240856.0
UDF,2018-06-22,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-22,外資,337.0,165602.0,386.0,189706.0,154.0,75531.0,41.0,20122.0
XIF,2018-06-22,自營商,104.0,129286.0,103.0,127841.0,170.0,212871.0,149.0,186010.0
XIF,2018-06-22,投信,0.0,0.0,0.0,0.0,1.0,1252.0,0.0,0.0
XIF,2018-06-22,外資,65.0,81212.0,59.0,73712.0,2.0,2505.0,32.0,40074.0
ETF,2018-06-25,自營商,751.0,178343.0,1077.0,375528.0,2505.0,731426.0,4742.0,1472324.0
ETF,2018-06-25,投信,0.0,0.0,0.0,0.0,2653.0,1082642.0,4726.0,3430725.0
ETF,2018-06-25,外資,2665.0,809666.0,2153.0,574542.0,3974.0,2982772.0,4634.0,1005110.0
GTF,2018-06-25,自營商,9.0,5462.0,3.0,1826.0,8.0,4845.0,4.0,2414.0
GTF,2018-06-25,投信,0.0,0.0,0.0,0.0,9.0,5450.0,0.0,0.0
GTF,2018-06-25,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18168.0
I5F,2018-06-25,自營商,179.0,96568.0,194.0,104640.0,265.0,142596.0,500.0,269005.0
I5F,2018-06-25,投信,7.0,3770.0,7.0,3765.0,226.0,121548.0,0.0,0.0
I5F,2018-06-25,外資,167.0,90080.0,163.0,87939.0,25.0,13464.0,8.0,4302.0
MTX,2018-06-25,自營商,7742.0,4107457.0,7921.0,4192410.0,9224.0,4808285.0,12259.0,6406850.0
MTX,2018-06-25,投信,9.0,4779.0,0.0,0.0,83.0,43924.0,0.0,0.0
MTX,2018-06-25,外資,34668.0,18430270.0,35201.0,18711647.0,366.0,193647.0,6663.0,3525519.0
SF,2018-06-25,自營商,14963.0,2723415.0,14936.0,2381599.0,16862.0,1980641.0,84604.0,14483001.0
SF,2018-06-25,投信,1.0,440.0,1.0,436.0,65.0,123760.0,200.0,50200.0
SF,2018-06-25,外資,20697.0,5066959.0,21640.0,5251338.0,22149.0,7260350.0,14393.0,3008477.0
SPF,2018-06-25,自營商,162.0,89114.0,125.0,68785.0,254.0,139409.0,177.0,97150.0
SPF,2018-06-25,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-25,外資,11.0,6064.0,61.0,33521.0,13.0,7133.0,10.0,5495.0
T5F,2018-06-25,自營商,198.0,154483.0,198.0,154483.0,147.0,114512.0,142.0,110595.0
T5F,2018-06-25,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-25,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-25,自營商,631.0,1094082.0,491.0,851285.0,316.0,543834.0,552.0,950680.0
TE,2018-06-25,投信,0.0,0.0,5.0,8675.0,49.0,84427.0,24.0,41352.0
TE,2018-06-25,外資,1627.0,2823509.0,1924.0,3337907.0,1398.0,2408754.0,1759.0,3030757.0
TF,2018-06-25,自營商,252.0,313702.0,158.0,196678.0,177.0,219891.0,220.0,272930.0
TF,2018-06-25,投信,0.0,0.0,0.0,0.0,49.0,60878.0,0.0,0.0
TF,2018-06-25,外資,1016.0,1265079.0,1035.0,1288500.0,788.0,979011.0,1974.0,2452498.0
TJF,2018-06-25,自營商,113.0,39139.0,150.0,51966.0,186.0,64166.0,312.0,107645.0
TJF,2018-06-25,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-25,外資,37.0,12883.0,27.0,9372.0,32.0,11042.0,14.0,4828.0
TX,2018-06-25,自營商,14994.0,31849477.0,12989.0,27574649.0,6395.0,13344740.0,11597.0,24340057.0
TX,2018-06-25,投信,80.0,169552.0,95.0,201361.0,1914.0,4051448.0,27517.0,58246562.0
TX,2018-06-25,外資,48106.0,102288666.0,48907.0,103987755.0,63228.0,133807724.0,34210.0,72351003.0
UDF,2018-06-25,自營商,1565.0,768863.0,1331.0,653302.0,245.0,119743.0,320.0,156366.0
UDF,2018-06-25,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-25,外資,310.0,152455.0,373.0,183310.0,154.0,75235.0,104.0,50831.0
XIF,2018-06-25,自營商,152.0,189892.0,129.0,160978.0,246.0,307526.0,202.0,251757.0
XIF,2018-06-25,投信,0.0,0.0,0.0,0.0,1.0,1250.0,0.0,0.0
XIF,2018-06-25,外資,72.0,90043.0,77.0,96298.0,0.0,0.0,35.0,43764.0
ETF,2018-06-26,自營商,1002.0,304693.0,1314.0,471849.0,2541.0,757242.0,5090.0,1660631.0
ETF,2018-06-26,投信,0.0,0.0,0.0,0.0,2653.0,1075292.0,4726.0,3423586.0
ETF,2018-06-26,外資,3753.0,1069532.0,3691.0,977159.0,3934.0,3043823.0,4532.0,961438.0
GTF,2018-06-26,自營商,15.0,9005.0,10.0,6034.0,11.0,6626.0,2.0,1207.0
GTF,2018-06-26,投信,0.0,0.0,0.0,0.0,9.0,5432.0,0.0,0.0
GTF,2018-06-26,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18108.0
I5F,2018-06-26,自營商,203.0,109041.0,205.0,110136.0,307.0,165244.0,544.0,292776.0
I5F,2018-06-26,投信,9.0,4852.0,9.0,4847.0,226.0,121599.0,0.0,0.0
I5F,2018-06-26,外資,168.0,90131.0,161.0,86365.0,24.0,12927.0,0.0,0.0
MTX,2018-06-26,自營商,11811.0,6212373.0,12855.0,6754175.0,8334.0,4344972.0,12477.0,6525864.0
MTX,2018-06-26,投信,3.0,1585.0,0.0,0.0,86.0,45546.0,0.0,0.0
MTX,2018-06-26,外資,51525.0,27162714.0,52403.0,27625327.0,464.0,245754.0,7567.0,4006743.0
SF,2018-06-26,自營商,20110.0,3872061.0,17712.0,3385728.0,18800.0,2264892.0,84144.0,14343268.0
SF,2018-06-26,投信,1.0,430.0,1.0,429.0,66.0,134980.0,201.0,50630.0
SF,2018-06-26,外資,19512.0,4623210.0,20406.0,4841210.0,21706.0,6986126.0,14844.0,2936673.0
SPF,2018-06-26,自營商,210.0,114530.0,227.0,123769.0,287.0,156498.0,227.0,123783.0
SPF,2018-06-26,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-26,外資,54.0,29353.0,39.0,21209.0,29.0,15808.0,11.0,6004.0
T5F,2018-06-26,自營商,48.0,37441.0,55.0,42873.0,119.0,92277.0,121.0,93839.0
T5F,2018-06-26,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-26,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-26,自營商,667.0,1141722.0,695.0,1191136.0,254.0,436998.0,518.0,892151.0
TE,2018-06-26,投信,250.0,429789.0,7.0,12040.0,292.0,503116.0,24.0,41352.0
TE,2018-06-26,外資,2663.0,4563434.0,2463.0,4221681.0,1409.0,2427707.0,1570.0,2705110.0
TF,2018-06-26,自營商,223.0,277084.0,216.0,268439.0,213.0,264333.0,249.0,308649.0
TF,2018-06-26,投信,5.0,6207.0,0.0,0.0,54.0,67014.0,0.0,0.0
TF,2018-06-26,外資,801.0,995293.0,1013.0,1258910.0,753.0,934473.0,2151.0,2669391.0
TJF,2018-06-26,自營商,86.0,29598.0,72.0,24786.0,186.0,64232.0,298.0,102912.0
TJF,2018-06-26,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-26,外資,6.0,2063.0,22.0,7547.0,12.0,4144.0,10.0,3453.0
TX,2018-06-26,自營商,21693.0,45720800.0,21519.0,45335872.0,6868.0,14356481.0,11880.0,24947190.0
TX,2018-06-26,投信,84.0,176720.0,108.0,227550.0,1900.0,4024853.0,27527.0,58312481.0
TX,2018-06-26,外資,73503.0,154999814.0,75087.0,158341871.0,62355.0,132059084.0,34939.0,73950863.0
UDF,2018-06-26,自營商,1889.0,918404.0,2334.0,1134850.0,141.0,68600.0,661.0,321574.0
UDF,2018-06-26,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-26,外資,564.0,274295.0,490.0,237939.0,134.0,65188.0,10.0,4866.0
XIF,2018-06-26,自營商,252.0,313339.0,255.0,317025.0,183.0,229241.0,142.0,177125.0
XIF,2018-06-26,投信,0.0,0.0,0.0,0.0,1.0,1253.0,0.0,0.0
XIF,2018-06-26,外資,121.0,150995.0,112.0,139772.0,0.0,0.0,26.0,32583.0
ETF,2018-06-27,自營商,1111.0,275731.0,981.0,287801.0,2657.0,755847.0,5076.0,1658394.0
ETF,2018-06-27,投信,0.0,0.0,0.0,0.0,2653.0,1063191.0,4726.0,3409042.0
ETF,2018-06-27,外資,3341.0,839953.0,3188.0,773206.0,3962.0,3066994.0,4407.0,902799.0
GTF,2018-06-27,自營商,8.0,4849.0,6.0,3643.0,13.0,7856.0,2.0,1213.0
GTF,2018-06-27,投信,0.0,0.0,0.0,0.0,9.0,5459.0,0.0,0.0
GTF,2018-06-27,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18198.0
I5F,2018-06-27,自營商,495.0,264769.0,325.0,174147.0,318.0,169524.0,385.0,205251.0
I5F,2018-06-27,投信,10.0,5344.0,210.0,112041.0,26.0,13865.0,0.0,0.0
I5F,2018-06-27,外資,187.0,100197.0,168.0,89978.0,43.0,22928.0,0.0,0.0
MTX,2018-06-27,自營商,9951.0,5251975.0,10065.0,5307525.0,8270.0,4294100.0,12876.0,6709653.0
MTX,2018-06-27,投信,0.0,0.0,0.0,0.0,86.0,45391.0,0.0,0.0
MTX,2018-06-27,外資,38321.0,20276101.0,39784.0,21052999.0,106.0,55604.0,8693.0,4587274.0
SF,2018-06-27,自營商,19781.0,3846201.0,18269.0,3685954.0,20960.0,2518396.0,84792.0,14319844.0
SF,2018-06-27,投信,0.0,0.0,0.0,0.0,66.0,133027.0,201.0,51226.0
