Month,Code,Name,HighestPrice,LowestPrice,WeightedAvgPriceAB,Transaction,TradeValueA,TradeVolumeB,TurnoverRatio
11408,077564,台積電元大4C購12,2.13,2.02,2.05,3,61700,30000,1.20
11408,077565,台積電元大51購23,3.49,2.88,3.25,30,911920,280000,10.76
11408,077639,台積電群益4A購37,7.15,4.93,5.31,13,265740,50000,10.00
11408,077640,台積電群益4C購06,4.58,2.97,3.69,84,2187980,592000,52.76
11408,07771P,台積電國票49售07,0.25,0.10,0.20,9,111460,557000,55.70
11408,07772P,台積電國票4A售13,0.13,0.13,0.13,1,26000,200000,20.00
11408,077752,台積電永豐55購01,15.40,13.30,14.54,9,174500,12000,1.20
11408,077753,台積電永豐56購01,15.80,12.00,14.31,25,587000,41000,4.10
11408,077754,台積電永豐59購01,24.10,21.50,22.97,13,1470700,64000,6.40
11408,077864,台積電元大4A購20,5.00,4.55,4.73,7,265120,56000,2.24
11408,077865,台積電元大4A購21,3.12,2.96,3.04,3,60800,20000,0.80
11408,077867,台積電元大4A購23,2.90,1.99,2.74,26,1220250,445000,17.80
11408,077868,台積電元大4A購24,4.27,3.16,3.53,48,5672820,1604000,64.16
11408,077869,台積電元大4A購25,1.69,1.63,1.66,2,33200,20000,0.80
11408,077870,台積電元大51購24,3.94,3.04,3.86,5,301640,78000,3.12
11408,078007,台積電凱基4A購43,3.49,3.04,3.26,2,326500,100000,20.00
11408,078009,台積電凱基64購04,6.95,6.05,6.66,26,380000,57000,11.40
11408,078076,台積電元大4A購28,14.00,14.00,14.00,1,14000,1000,0.02
11408,078077,台積電元大4A購29,3.03,2.16,2.80,26,1518920,542000,21.68
11408,078078,台積電元大4A購30,7.30,4.94,6.48,16,13456240,2076000,41.52
11408,078079,台積電元大4A購31,7.20,4.83,5.36,3,134100,25000,0.96
11408,078080,台積電元大4A購32,4.05,2.30,3.37,8,26990,8000,0.32
11408,078083,台積電元大51購25,2.09,1.52,1.99,9,1855410,932000,35.84
11408,07813P,台積電統一51售09,0.22,0.22,0.22,1,220,1000,0.02
11408,078179,台積電元富54購02,4.30,4.30,4.30,1,21500,5000,1.00
11408,078196,台積電元大4A購35,5.05,5.05,5.05,1,5050,1000,0.04
11408,078197,台積電元大4A購36,3.95,3.29,3.89,3,428900,110000,4.40
11408,078198,台積電元大51購26,3.42,3.42,3.42,1,6840,2000,0.08
11408,078218,台積電凱基4A購45,7.55,7.55,7.55,1,98150,13000,2.60
11408,078334,台積電元大51購27,3.78,3.57,3.67,2,7350,2000,0.08
11408,078348,台積電中信4A購04,3.83,3.45,3.61,36,744430,206000,13.73
11408,078354,台積電永豐64購01,2.99,2.61,2.81,173,13114070,4652000,166.14
11408,078365,台積電凱基54購09,4.31,3.85,4.00,22,496890,124000,24.80
11408,078378,台積電群益4B購16,4.94,4.58,4.76,2,28560,6000,1.20
11408,078379,台積電群益4C購07,2.16,1.96,1.99,19,361520,181000,36.20
11408,078380,台積電群益52購03,3.16,2.50,2.85,28,519880,182000,24.76
11408,078389,台積電台新4A購06,3.54,3.31,3.42,2,68500,20000,0.40
11408,078404,台積電元富64購02,3.71,3.33,3.61,11,101160,28000,2.80
11408,078424,台積電元大4A購39,12.00,12.00,12.00,1,12000,1000,0.02
11408,078477,台積電國泰51購01,6.70,6.70,6.70,1,6700,1000,0.04
11408,078489,台積電元大4A購42,5.15,4.00,4.67,39,2147600,459000,18.36
11408,07848P,台積電富邦49售12,0.12,0.12,0.12,1,600,5000,0.05
11408,078490,台積電元大4A購43,4.31,3.63,4.08,13,539500,132000,5.28
11408,078491,台積電元大54購03,4.62,3.96,4.33,28,728430,168000,6.72
11408,07849P,台積電富邦51售05,0.23,0.17,0.19,4,5440,28000,0.40
11408,078524,台積電群益4C購08,0.57,0.45,0.51,10,170030,327000,31.14
11408,078580,台積電元大4A購44,2.78,2.64,2.70,2,24320,9000,0.36
11408,078582,台積電元大54購04,4.41,4.41,4.41,1,132300,30000,1.20
11408,078684,台積電元大4A購46,2.87,2.50,2.68,6,1956570,730000,27.03
11408,078686,台積電元大54購05,2.41,2.04,2.23,62,4397650,1964000,78.56
11408,078734,台積電群益54購07,2.03,1.98,1.99,2,49750,25000,5.00
11408,078735,台積電群益54購08,1.41,1.18,1.36,3,28680,21000,1.82
11408,078784,台積電元大4A購49,3.12,3.04,3.08,2,61600,20000,0.80
11408,078785,台積電元大54購06,2.30,2.01,2.26,9,332690,147000,5.88
11408,078826,台積電中信4C購06,2.54,2.23,2.41,34,715040,296000,19.73
11408,078925,台積電元大4A購51,4.64,3.38,4.11,88,19199580,4665000,172.77
11408,078926,台積電元大4A購52,4.19,3.82,4.08,3,102100,25000,1.00
11408,078950,台積電群益54購09,2.12,1.63,1.81,62,2638490,1456000,90.15
11408,079065,台積電元大4A購56,3.96,3.65,3.82,8,382600,100000,4.00
11408,079066,台積電元大51購28,3.08,2.43,2.92,37,2245300,768000,30.72
11408,079092,台積電統一4A購01,3.98,3.19,3.71,90,2675340,721000,72.10
11408,079102,台積電元富54購09,28.50,18.00,21.97,8,351600,16000,3.20
11408,079128,台積電國泰51購03,3.95,3.85,3.88,4,155400,40000,1.99
11408,079129,台積電國泰51購04,3.78,3.09,3.46,9,346500,100000,5.00
11408,079176,台積電中信54購01,1.13,0.97,0.98,13,1325780,1351000,6.75
11408,079179,台積電永豐54購02,3.34,2.80,3.08,35,2565030,831000,59.35
11408,079192,台積電元大4B購11,2.90,2.90,2.90,4,116000,40000,1.42
11408,079293,台積電永豐5A購01,2.01,1.80,1.94,37,1247850,643000,71.44
11408,079320,台積電元大51購30,2.07,1.67,1.92,38,1994410,1035000,41.40
11408,079366,台積電群益4A購41,3.68,3.68,3.68,1,36800,10000,2.00
11408,079367,台積電群益4A購42,4.81,4.81,4.81,1,48100,10000,2.00
11408,079395,台積電統一4A購02,8.35,7.65,8.09,13,178100,22000,4.40
11408,079400,台積電凱基4A購57,10.80,7.85,8.94,34,2951800,330000,66.00
11408,079436,台積電元大4A購63,4.32,3.45,4.10,9,1190800,290000,10.74
11408,079463,台積電國票4A購18,6.60,6.60,6.60,1,198000,30000,6.00
11408,079505,台積電中信54購02,1.14,0.84,0.96,47,367130,380000,2.12
11408,07955P,台積電群益49售39,0.27,0.02,0.18,14,61400,326000,26.54
11408,079608,台積電群益54購10,2.49,2.18,2.36,34,559920,237000,23.93
11408,079609,台積電群益54購11,1.84,1.47,1.80,22,4424370,2449000,222.63
11408,079611,台積電群益54購13,1.75,1.73,1.74,2,3480,2000,0.18
11408,079650,台積電凱基4B購15,9.25,7.70,8.80,11,176100,20000,4.00
11408,079689,台積電元大4A購66,3.67,3.55,3.61,2,72200,20000,0.80
11408,07969P,台積電中信49售09,0.28,0.13,0.22,10,141530,629000,4.19
11408,079747,台積電中信53購01,1.47,1.10,1.25,88,2284300,1823000,18.23
11408,07977P,台積電富邦49售13,0.10,0.10,0.10,1,2000,20000,0.20
11408,07978P,台積電富邦4C售09,0.24,0.12,0.16,41,11780,72000,0.72
11408,079791,台積電元大4A購68,3.22,2.62,3.06,4,942040,307000,12.28
11408,079814,台積電永豐51購07,4.35,4.35,4.35,1,4350,1000,0.14
11408,079815,台積電永豐52購03,4.40,3.57,3.90,10,42910,11000,1.29
11408,07983P,台積電元大49售48,0.06,0.02,0.04,7,1900,45000,1.45
11408,07984P,台積電元大49售49,0.16,0.12,0.13,24,16280,124000,4.76
11408,079872,台積電元大4C購15,2.93,2.19,2.71,32,3172610,1170000,41.78
11408,079928,台積電中信51購03,2.88,2.04,2.34,38,937210,399000,5.70
11408,07992P,台積電凱基4A售37,0.93,0.51,0.65,7,90360,138000,5.30
11408,079970,台積電元大4B購16,2.81,1.90,2.56,12,1116420,435000,17.40
11408,080110,台積電元大4C購16,3.27,2.74,3.12,11,1006840,322000,11.92
11408,080207,台積電統一48購01,4.65,4.14,4.39,21,724850,165000,
11408,080323,台積電群益51購04,2.34,1.85,2.14,29,502910,235000,22.38
11408,08032P,台積電國泰4B售01,1.00,0.54,0.67,21,290910,432000,26.02
11408,08033P,台積電國泰4B售02,0.67,0.29,0.48,8,155900,320000,21.19
11408,08034P,台積電國泰4B售03,0.35,0.10,0.16,18,19780,120000,7.50
11408,080361,台積電元大51購31,2.13,1.62,1.96,44,2267190,1151000,44.26
11408,080387,台積電國泰52購01,4.64,4.11,4.23,12,758270,179000,7.13
11408,08039P,台積電國票4B售04,0.55,0.26,0.37,7,26150,70000,7.00
11408,080407,台積電富邦55購01,3.16,2.88,3.04,3,79040,26000,0.37
11408,080408,台積電富邦55購02,2.15,2.04,2.07,5,41500,20000,0.20
11408,08041P,台積電國票51售06,0.62,0.45,0.48,6,106150,220000,22.00
11408,08042P,台積電國票54售02,0.61,0.38,0.42,6,95460,223000,11.15
11408,080450,台積電群益51購05,1.81,1.26,1.67,42,429930,256000,24.38
11408,080467,台積電元大51購32,2.95,2.24,2.79,15,1363730,488000,18.76
11408,08051P,台積電凱基64售01,2.77,1.83,2.18,175,4245290,1942000,161.83
11408,080547,台積電台新4B購02,3.02,2.88,2.95,3,118000,40000,0.80
11408,080581,台積電元大51購33,3.33,2.74,3.21,10,1285670,400000,16.00
11408,080647,台積電統一48購02,2.93,2.53,2.89,11,3372110,1163000,
11408,08064P,台積電元大4A售14,0.01,0.01,0.01,21,210,21000,0.42
11408,080655,台積電元富4B購14,23.50,16.70,21.93,11,570400,26000,5.20
11408,080656,台積電元富4B購15,2.57,2.29,2.38,2,7150,3000,0.16
11408,080659,台積電元富4B購17,28.40,25.60,27.46,3,82400,3000,0.60
11408,08065P,台積電元大4A售15,0.19,0.01,0.12,5,102100,810000,16.20
11408,080662,台積電元富4B購19,2.94,2.78,2.86,2,171600,60000,4.00
11408,080700,台積電元大4C購18,3.02,2.25,2.79,16,1882220,674000,25.92
11408,080756,台積電元富65購01,8.75,7.90,8.40,23,1092700,130000,10.83
11408,080791,台積電元大51購34,1.92,1.54,1.76,15,1851190,1047000,38.77
11408,08079P,台積電凱基4C售20,0.10,0.03,0.04,23,22800,508000,20.32
11408,080807,台積電凱基51購14,3.97,3.46,3.71,5,743000,200000,40.00
11408,080888,台積電元大51購35,1.24,0.89,1.14,36,2083670,1812000,67.11
11408,08090P,台積電元富4A售24,0.09,0.09,0.09,1,1800,20000,1.00
11408,08091P,台積電元富4A售25,0.35,0.28,0.31,4,183330,582000,48.50
11408,080989,台積電元大51購36,1.48,1.07,1.35,41,2648740,1959000,72.55
11408,081013,台積電凱基51購15,3.90,3.16,3.49,16,680960,195000,39.00
11408,081023,台積電永豐5C購01,2.30,1.99,2.15,11,198230,92000,3.06
11408,081024,台積電永豐65購01,1.97,1.70,1.84,66,2557730,1389000,46.30
11408,081208,台積電凱基65購01,3.04,2.64,2.91,40,809610,278000,27.80
11408,081237,台積電元大51購37,1.38,0.96,1.29,27,1419050,1096000,43.84
11408,08124P,台積電元大4A售26,0.09,0.01,0.02,3,200,7000,0.24
11408,081295,台積電中信4C購08,1.58,1.02,1.51,38,2049490,1354000,13.54
11408,081308,台積電永豐5A購02,2.04,1.85,1.90,13,331500,174000,5.80
11408,081334,台積電統一52購08,1.61,1.41,1.56,16,922960,591000,11.82
11408,08135P,台積電凱基4A售44,0.21,0.05,0.08,16,6800,80000,3.07
11408,081379,台積電元大54購07,1.51,1.26,1.47,6,633060,429000,14.79
11408,081400,台積電凱基65購02,3.50,3.06,3.19,98,5117010,1604000,94.35
11408,081601,台積電凱基4B購23,1.30,1.07,1.22,14,149330,122000,15.25
11408,08161P,台積電台新4A售03,0.01,0.01,0.01,12,5860,586000,11.72
11408,081673,台積電元大4B購27,1.07,0.62,0.82,91,2423630,2939000,104.96
11408,081674,台積電元大51購38,1.30,0.93,1.22,8,980460,800000,32.00
11408,081703,台積電統一49購01,7.15,6.85,6.97,6,83650,12000,1.57
11408,081765,台積電凱基4C購29,1.24,1.17,1.20,7,26510,22000,1.69
11408,081810,台積電凱基4A購02,5.35,4.46,5.05,21,1819540,360000,12.85
11408,081815,台積電元大4B購28,1.09,0.77,0.83,19,561550,676000,27.04
11408,081867,台積電富邦51購08,0.79,0.55,0.71,6,257300,362000,3.62
11408,081896,台積電元大4B購30,0.84,0.75,0.82,9,54260,66000,2.64
11408,081897,台積電元大51購39,1.64,1.23,1.51,35,2496600,1653000,59.03
11408,081925,台積電凱基4C購31,1.31,1.09,1.25,20,6052650,4837000,201.54
11408,082007,台積電凱基4C購33,1.05,0.87,0.94,9,40630,43000,1.48
11408,08200P,台積電凱基4B售10,0.10,0.06,0.08,11,2650,30000,0.96
11408,082043,台積電元大4C購20,1.30,0.86,1.00,22,405250,402000,16.08
11408,082044,台積電元大51購40,1.19,0.84,1.00,38,5821540,5785000,231.40
11408,08208P,台積電元富4A售31,0.10,0.03,0.04,21,63640,1355000,46.72
11408,082146,台積電元大4C購21,1.74,1.30,1.59,20,1914170,1197000,42.75
11408,082147,台積電元大51購41,1.45,1.10,1.36,41,2030870,1492000,55.25
11408,082205,台積電富邦51購09,1.83,1.50,1.68,7,128200,76000,0.76
11408,082211,台積電統一49購02,1.62,1.40,1.54,24,2706130,1757000,351.40
11408,082212,台積電統一53購01,7.50,6.65,7.20,15,778500,108000,10.80
11408,082239,台積電國泰4C購03,4.30,3.52,3.82,60,7031590,1837000,89.60
11408,082313,台積電元大4B購32,2.11,1.49,1.92,32,1820330,948000,36.46
11408,082314,台積電元大4B購33,0.99,0.66,0.84,16,157720,186000,7.44
11408,082365,台積電凱基4C購35,2.10,1.65,1.92,30,588220,305000,61.00
11408,08236P,台積電凱基57售02,0.71,0.61,0.68,14,157350,231000,8.88
11408,082438,台積電國泰51購05,4.55,3.71,4.22,10,46500,11000,0.54
11408,082450,台積電元大4C購22,1.50,1.06,1.33,72,2304040,1725000,69.00
11408,082451,台積電元大51購42,1.55,1.21,1.37,93,7550510,5485000,171.40
11408,082493,台積電凱基4C購36,3.71,3.71,3.71,1,11130,3000,0.60
11408,082581,台積電元大4C購23,1.64,1.24,1.52,56,2527300,1659000,61.44
11408,082599,台積電台新4C購02,19.80,17.50,18.65,2,37300,2000,0.04
11408,082601,台積電群益4C購13,6.50,5.80,5.97,15,173200,29000,0.65
11408,082602,台積電群益4C購14,5.40,4.79,5.05,10,60700,12000,0.29
11408,082620,台積電統一5C購04,1.30,1.17,1.25,11,247500,198000,3.96
11408,082645,台積電永豐56購02,2.51,2.39,2.43,4,48750,20000,1.00
11408,082690,台積電凱基4C購37,2.04,1.77,1.90,2,3810,2000,0.28
11408,082735,台積電永豐4C購11,17.10,12.60,15.40,41,22459500,1458000,112.15
11408,082736,台積電永豐51購08,18.80,14.60,16.27,55,1041300,64000,6.40
11408,082744,台積電中信52購02,7.70,6.60,7.12,11,391900,55000,9.16
11408,082750,台積電凱基4C購38,4.00,3.92,3.96,2,7920,2000,0.40
11408,082773,台積電群益51購06,10.10,9.40,9.75,2,19500,2000,0.05
11408,082833,台積電凱基4A購03,4.51,4.01,4.26,30,2893990,679000,115.87
11408,082882,台積電富邦51購11,5.25,5.10,5.18,4,166000,32000,0.45
11408,082883,台積電富邦52購01,5.10,4.58,4.93,34,859370,174000,2.48
11408,082929,台積電統一58購03,4.87,4.26,4.55,58,2868560,630000,6.30
11408,08294P,台積電中信51售01,0.25,0.18,0.21,4,8400,40000,0.26
11408,082958,台積電凱基4C購39,2.28,1.83,1.94,11,229440,118000,9.07
11408,083037,台積電凱基4C購40,4.19,3.04,3.90,7,54720,14000,1.75
11408,083083,台積電永豐56購03,17.90,14.40,16.20,40,4813500,297000,29.70
11408,083098,台積電凱基4A購04,4.80,3.48,4.15,17,532140,128000,10.66
11408,083121,台積電元大4C購24,1.55,1.14,1.37,64,4359640,3177000,105.90
11408,083142,台積電凱基4C購41,1.98,1.53,1.79,34,1141310,635000,42.33
11408,083265,台積電富邦52購02,2.10,1.52,1.77,55,1451020,818000,11.68
11408,083266,台積電富邦56購01,4.09,3.26,3.73,16,418500,112000,2.24
11408,083362,台積電凱基4C購42,3.68,3.03,3.56,12,1087100,305000,33.88
11408,083427,台積電元大4C購25,1.00,0.88,0.92,27,196900,214000,8.56
11408,083428,台積電元大4C購26,1.70,1.14,1.58,27,1084650,685000,27.40
11408,083429,台積電元大52購07,1.33,0.96,1.24,19,645750,518000,19.92
11408,083524,台積電群益4C購18,2.08,1.88,1.95,11,591550,302000,31.95
11408,083566,台積電凱基4C購43,1.92,1.45,1.66,14,99620,60000,4.00
11408,083613,台積電國泰51購06,3.30,2.57,2.87,26,831070,289000,14.09
11408,083614,台積電國泰51購07,3.61,2.75,3.32,41,13639600,4103000,183.16
11408,083656,台積電群益56購01,2.46,2.10,2.30,40,3082540,1340000,129.46
11408,083673,台積電永豐66購01,2.21,1.89,2.05,22,459700,224000,7.46
11408,08369P,台積電元富4A售32,0.01,0.01,0.01,5,50,5000,0.17
11408,083704,台積電元富4C購07,9.85,9.40,9.62,2,77000,8000,1.60
11408,083706,台積電元富4C購09,1.62,1.21,1.41,2,84900,60000,6.00
11408,083707,台積電元富4C購10,22.30,12.20,16.99,50,7256900,427000,85.40
11408,083708,台積電元富66購01,2.95,2.57,2.76,12,245800,89000,8.90
11408,08370P,台積電元富54售07,0.13,0.09,0.10,8,32640,303000,12.62
11408,083734,台積電凱基49購02,0.85,0.46,0.71,15,127360,179000,35.80
11408,08383P,台積電國泰51售02,0.24,0.16,0.17,6,43500,250000,12.43
11408,08400P,台積電元大4A售57,0.10,0.01,0.09,2,1010,11000,0.44
11408,084014,台積電統一56購06,0.84,0.71,0.81,17,842200,1034000,10.34
11408,08404P,台積電富邦4A售10,0.04,0.03,0.03,9,24960,722000,7.22
11408,084098,台積電統一53購02,4.30,3.53,3.96,81,5523470,1392000,55.68
11408,08419P,台積電凱基57售03,1.36,1.10,1.20,20,613230,508000,19.53
11408,08420P,台積電凱基5C售05,0.95,0.76,0.84,86,1080410,1278000,49.15
11408,084253,台積電凱基4C購44,1.30,1.23,1.26,7,30360,24000,2.00
11408,084289,台積電元大51購43,1.16,0.88,1.05,86,4011600,3787000,135.25
11408,084290,台積電元大54購08,1.09,0.99,1.04,7,1107020,1058000,40.69
11408,08430P,台積電元大4A售59,0.06,0.06,0.06,1,600,10000,0.40
11408,08431P,台積電元大4A售60,0.13,0.09,0.12,10,82530,675000,21.09
11408,084369,台積電凱基53購11,1.52,1.17,1.39,27,230040,165000,8.25
11408,084394,台積電元富56購02,2.38,2.24,2.33,25,123940,53000,5.30
11408,084397,台積電元富56購04,22.20,18.40,20.24,38,2510700,124000,24.80
11408,084430,台積電統一49購03,1.77,1.47,1.66,27,512940,308000,3.42
11408,084431,台積電統一49購04,0.86,0.60,0.77,76,963010,1235000,39.45
11408,084435,台積電台新4C購05,2.03,1.90,1.96,6,118100,60000,2.00
11408,08444P,台積電凱基4A售54,0.07,0.05,0.05,3,1030,18000,0.58
11408,084455,台積電元大4C購27,1.15,0.71,0.90,25,255410,282000,11.28
11408,084456,台積電元大51購44,1.29,0.93,1.11,23,89530,80000,3.20
11408,08445P,台積電凱基53售10,0.50,0.35,0.40,10,85660,210000,8.40
11408,084525,台積電群益56購02,1.35,1.09,1.18,58,235240,198000,11.40
11408,08455P,台積電中信4C售07,0.16,0.16,0.16,1,800,5000,0.02
11408,084647,台積電凱基51購16,1.27,0.96,1.00,37,1341960,1330000,55.41
11408,084649,台積電凱基53購13,1.29,1.01,1.14,19,132950,116000,4.83
11408,084671,台積電群益51購09,2.46,1.86,2.00,37,1012080,504000,35.49
11408,08467P,台積電元大4A售62,0.07,0.07,0.07,2,2100,30000,1.11
11408,084701,台積電元大4C購28,0.95,0.63,0.71,19,507520,712000,28.48
11408,084702,台積電元大51購45,1.10,0.76,0.81,18,56100,69000,2.76
11408,084772,台積電群益51購11,1.54,1.38,1.40,3,115120,82000,7.80
11408,084796,台積電元富51購04,18.30,15.60,16.90,12,236600,14000,2.80
11408,084799,台積電元富51購07,1.25,1.23,1.24,2,69440,56000,2.66
11408,084800,台積電元富51購08,23.00,23.00,23.00,1,23000,1000,0.20
11408,084844,台積電凱基53購14,1.35,1.11,1.27,22,906800,711000,30.91
11408,084845,台積電凱基54購12,1.42,1.30,1.36,13,38120,28000,1.27
11408,084908,台積電元大51購46,1.24,0.86,1.06,25,89340,84000,3.36
11408,084909,台積電元大54購09,1.34,0.99,1.22,52,3202640,2606000,100.23
11408,08493P,台積電元大4A售64,0.09,0.09,0.09,1,1800,20000,0.74
11408,084954,台積電凱基51購17,1.31,1.02,1.21,19,79170,65000,2.82
11408,084955,台積電凱基53購15,1.49,1.39,1.41,14,42460,30000,1.42
11408,085048,台積電元大51購47,1.33,1.04,1.17,27,109140,93000,3.72
11408,085130,台積電統一53購03,4.59,4.41,4.50,2,36000,8000,0.64
11408,085171,台積電凱基51購18,0.92,0.82,0.86,20,37890,44000,1.76
11408,085216,台積電元大4C購29,1.12,0.76,1.03,25,1116140,1083000,41.65
11408,085338,台積電凱基4C購46,1.05,0.60,0.96,20,75460,78000,2.60
11408,085373,台積電元大4C購30,1.51,1.13,1.31,9,463690,352000,14.08
11408,085419,台積電群益52購04,2.81,2.18,2.45,49,4705800,1919000,127.17
11408,085582,台積電群益53購04,3.21,2.73,3.13,8,746910,238000,28.33
11408,085602,台積電永豐66購02,3.01,2.65,2.88,94,3847390,1335000,44.50
11408,085696,台積電凱基51購19,0.88,0.64,0.75,9,23320,31000,1.00
11408,085727,台積電元大51購48,1.03,0.68,0.97,13,297240,306000,12.24
11408,085811,台積電元富4C購15,0.74,0.66,0.70,2,1400,2000,0.09
11408,085861,台積電群益52購05,13.30,9.00,11.20,61,1333200,119000,2.93
11408,08590P,台積電中信53售02,0.18,0.15,0.16,4,8150,50000,0.50
11408,086053,台積電群益51購12,12.50,9.10,11.01,45,804450,73000,1.72
11408,086081,台積電元大51購51,0.85,0.63,0.70,15,46510,66000,2.64
11408,086082,台積電元大52購08,1.08,0.75,0.98,17,31550,32000,1.28
11408,08609P,台積電元大4A售69,0.17,0.15,0.16,2,18100,110000,4.40
11408,08621P,台積電中信51售02,0.14,0.09,0.11,4,47000,400000,2.66
11408,08622P,台積電中信52售01,0.19,0.18,0.18,5,6040,32000,0.21
11408,08628P,台積電元大4B售15,0.11,0.07,0.09,2,3600,40000,1.60
11408,086290,台積電元大51購52,1.00,0.62,0.80,59,764350,952000,36.61
11408,086533,台積電元大51購55,0.85,0.56,0.74,11,53580,72000,2.88
11408,086660,台積電統一67購01,0.72,0.67,0.70,4,2820,4000,0.08
11408,08669P,台積電凱基51售11,0.69,0.41,0.51,27,360910,699000,26.88
11408,086717,台積電國泰52購02,1.48,0.99,1.25,256,19762870,15800000,316.00
11408,086734,台積電元大52購09,1.08,0.72,0.98,36,1126670,1140000,45.60
11408,08677P,台積電元大4C售17,0.33,0.19,0.25,7,175100,695000,23.96
11408,086851,台積電統一49購05,2.35,1.97,2.09,15,443560,212000,16.82
11408,08686P,台積電凱基51售12,0.29,0.17,0.19,6,31710,163000,5.43
11408,086878,台積電群益57購01,7.90,6.55,7.19,53,985850,137000,15.87
11408,086895,台積電統一67購02,0.74,0.66,0.70,21,139660,198000,3.96
11408,086910,台積電中信51購06,1.25,0.97,1.09,6,91560,84000,1.68
11408,086922,台積電元大52購10,0.98,0.68,0.77,15,30840,40000,1.60
11408,086923,台積電元大55購02,1.06,0.78,0.93,32,2037940,2186000,80.96
11408,086924,台積電元大57購01,1.22,0.94,1.11,37,2788400,2494000,99.76
11408,08697P,台積電元大4B售19,0.44,0.27,0.39,15,438740,1103000,40.85
11408,086987,台積電統一67購03,0.88,0.82,0.86,8,24290,28000,0.56
11408,087089,台積電元大51購58,0.91,0.60,0.67,16,298340,441000,16.96
11408,087090,台積電元大51購59,0.84,0.61,0.76,9,12170,16000,0.64
11408,087091,台積電元大57購02,0.94,0.77,0.84,26,964770,1136000,39.17
11408,087145,台積電元富67購01,11.60,10.20,10.98,51,2175900,198000,19.80
11408,087165,台積電凱基51購21,0.77,0.48,0.70,28,2977150,4247000,84.94
11408,087166,台積電凱基67購01,2.15,1.85,2.03,16,107970,53000,1.06
11408,087228,台積電永豐54購03,16.30,12.00,14.75,57,9634600,653000,43.53
11408,087229,台積電永豐55購03,18.60,13.90,15.37,37,2829800,184000,12.26
11408,087259,台積電元大51購62,1.37,0.98,1.27,38,2560590,2010000,71.78
11408,087260,台積電元大51購63,0.87,0.65,0.71,10,58760,82000,3.28
11408,087261,台積電元大57購03,0.89,0.70,0.82,11,648290,786000,29.11
11408,087326,台積電凱基52購06,1.30,0.99,1.15,35,95970,83000,3.45
11408,087327,台積電凱基67購02,2.45,2.37,2.40,11,67380,28000,0.56
11408,087357,台積電富邦52購04,1.37,0.90,1.04,54,993220,954000,13.62
11408,087358,台積電富邦55購04,1.43,1.12,1.26,56,1601160,1262000,12.62
11408,087359,台積電富邦55購05,1.80,1.35,1.48,9,196410,132000,1.88
11408,08736P,台積電元大4B售20,0.06,0.04,0.05,2,1000,20000,0.80
11408,087371,台積電元大51購66,1.31,0.91,1.13,29,2111750,1860000,64.13
11408,087372,台積電元大52購11,1.32,0.94,1.24,6,983830,793000,31.72
11408,087373,台積電元大54購10,1.35,1.10,1.31,6,628140,477000,16.44
11408,08749P,台積電凱基4B售18,0.15,0.15,0.15,1,2400,16000,0.64
11408,087507,台積電群益57購02,3.18,2.34,2.69,39,2021860,749000,48.19
11408,087546,台積電元大51購67,0.79,0.70,0.72,5,5820,8000,0.16
11408,087547,台積電元大54購11,1.34,1.00,1.22,43,1469200,1201000,24.02
11408,087548,台積電元大55購03,1.46,1.32,1.40,7,1651990,1177000,23.54
11408,087617,台積電凱基53購16,1.27,1.15,1.18,6,78220,66000,2.86
11408,087618,台積電凱基67購03,2.51,2.24,2.35,17,155390,66000,5.50
11408,087655,台積電凱基53購17,1.74,1.37,1.62,13,37330,23000,1.27
11408,087656,台積電凱基67購04,2.40,2.05,2.25,76,1903610,846000,60.42
11408,087795,台積電群益51購18,1.62,1.23,1.38,45,5963030,4295000,186.33
11408,087825,台積電元大51購68,1.16,0.85,1.10,74,3372030,3039000,60.78
11408,087826,台積電元大54購12,1.45,1.18,1.39,11,1470720,1054000,21.08
11408,087827,台積電元大54購13,0.88,0.71,0.83,34,2398120,2864000,57.28
11408,08786P,台積電凱基4B售19,0.12,0.06,0.09,2,3600,40000,1.33
11408,087872,台積電凱基51購22,1.21,0.82,1.11,20,51340,46000,0.92
11408,087873,台積電凱基67購05,2.53,2.25,2.39,36,259140,108000,8.30
11408,087874,台積電凱基67購06,1.97,1.90,1.93,9,48420,25000,0.50
11408,087966,台積電群益61購01,2.30,1.94,1.96,5,3006110,1527000,76.35
11408,08797P,台積電國票51售07,0.12,0.06,0.07,31,58270,801000,20.02
11408,088005,台積電元大54購14,1.24,0.94,1.12,49,4130520,3676000,73.52
11408,088033,台積電統一57購12,0.89,0.83,0.84,8,630040,746000,14.92
11408,088138,台積電富邦55購07,16.70,13.20,15.34,74,2055700,134000,2.68
11408,088151,台積電元大54購15,1.10,0.84,1.01,53,3427080,3390000,67.80
11408,088195,台積電凱基53購18,1.31,0.96,1.19,13,28660,24000,0.48
11408,088196,台積電凱基57購05,1.28,1.19,1.22,9,31890,26000,0.52
11408,088230,台積電元富52購05,16.70,13.60,15.28,11,259900,17000,1.41
11408,088323,台積電凱基51購23,1.54,1.03,1.24,52,412770,332000,6.64
11408,088324,台積電凱基67購07,2.40,2.10,2.29,146,6359860,2766000,115.25
11408,08832P,台積電元富4B售22,0.52,0.29,0.38,17,12800,33000,1.57
11408,088346,台積電群益51購19,9.70,6.40,8.24,49,701000,85000,1.70
11408,088347,台積電群益57購03,1.61,1.61,1.61,1,803390,499000,19.96
11408,088375,台積電元大51購71,0.91,0.55,0.71,79,2091530,2912000,58.24
