date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2021-06-17,2330,台積電,TW0002330008,6564418244,19365962214,25.31,74.68,100.0,100.0,25930380458,2021-05-19,
2021-06-18,2330,台積電,TW0002330008,6560359765,19370020693,25.29,74.7,100.0,100.0,25930380458,2021-05-19,
2021-06-21,2330,台積電,TW0002330008,6585624776,19344755682,25.39,74.6,100.0,100.0,25930380458,2021-05-19,
2021-06-22,2330,台積電,TW0002330008,6595515951,19334864507,25.43,74.56,100.0,100.0,25930380458,2021-05-19,
2021-06-23,2330,台積電,TW0002330008,6582798337,19347582121,25.38,74.61,100.0,100.0,25930380458,2021-05-19,
2021-06-24,2330,台積電,TW0002330008,6578960625,19351419833,25.37,74.62,100.0,100.0,25930380458,2021-05-19,
2021-06-25,2330,台積電,TW0002330008,6574356990,19356023468,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-06-28,2330,台積電,TW0002330008,6573756886,19356623572,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-06-29,2330,台積電,TW0002330008,6562542609,19367837849,25.3,74.69,100.0,100.0,25930380458,2021-05-19,
2021-06-30,2330,台積電,TW0002330008,6557096350,19373284108,25.28,74.71,100.0,100.0,25930380458,2021-05-19,
2021-07-01,2330,台積電,TW0002330008,6555560571,19374819887,25.28,74.71,100.0,100.0,25930380458,2021-05-19,
2021-07-02,2330,台積電,TW0002330008,6558769412,19371611046,25.29,74.7,100.0,100.0,25930380458,2021-05-19,
2021-07-05,2330,台積電,TW0002330008,6556937026,19373443432,25.28,74.71,100.0,100.0,25930380458,2021-05-19,
2021-07-06,2330,台積電,TW0002330008,6557817262,19372563196,25.29,74.7,100.0,100.0,25930380458,2021-05-19,
2021-07-07,2330,台積電,TW0002330008,6555670413,19374710045,25.28,74.71,100.0,100.0,25930380458,2021-05-19,
2021-07-08,2330,台積電,TW0002330008,6561621065,19368759393,25.3,74.69,100.0,100.0,25930380458,2021-05-19,
2021-07-09,2330,台積電,TW0002330008,6573498523,19356881935,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-07-12,2330,台積電,TW0002330008,6564143470,19366236988,25.31,74.68,100.0,100.0,25930380458,2021-05-19,
2021-07-13,2330,台積電,TW0002330008,6535913174,19394467284,25.2,74.79,100.0,100.0,25930380458,2021-05-19,
2021-07-14,2330,台積電,TW0002330008,6523735133,19406645325,25.15,74.84,100.0,100.0,25930380458,2021-05-19,
2021-07-15,2330,台積電,TW0002330008,6519382267,19410998191,25.14,74.85,100.0,100.0,25930380458,2021-05-19,
2021-07-16,2330,台積電,TW0002330008,6549140533,19381239925,25.25,74.74,100.0,100.0,25930380458,2021-05-19,
2021-07-19,2330,台積電,TW0002330008,6571057789,19359322669,25.34,74.65,100.0,100.0,25930380458,2021-05-19,
2021-07-20,2330,台積電,TW0002330008,6575523780,19354856678,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-07-21,2330,台積電,TW0002330008,6582429481,19347950977,25.38,74.61,100.0,100.0,25930380458,2021-05-19,
2021-07-22,2330,台積電,TW0002330008,6573530377,19356850081,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-07-23,2330,台積電,TW0002330008,6578923474,19351456984,25.37,74.62,100.0,100.0,25930380458,2021-05-19,
2021-07-26,2330,台積電,TW0002330008,6583963091,19346417367,25.39,74.6,100.0,100.0,25930380458,2021-05-19,
2021-07-27,2330,台積電,TW0002330008,6584646175,19345734283,25.39,74.6,100.0,100.0,25930380458,2021-05-19,
2021-07-28,2330,台積電,TW0002330008,6594739485,19335640973,25.43,74.56,100.0,100.0,25930380458,2021-05-19,
2021-07-29,2330,台積電,TW0002330008,6595140201,19335240257,25.43,74.56,100.0,100.0,25930380458,2021-05-19,
2021-07-30,2330,台積電,TW0002330008,6596568439,19333812019,25.43,74.56,100.0,100.0,25930380458,2021-05-19,
2021-08-02,2330,台積電,TW0002330008,6588194048,19342186410,25.4,74.59,100.0,100.0,25930380458,2021-05-19,
2021-08-03,2330,台積電,TW0002330008,6578378652,19352001806,25.36,74.63,100.0,100.0,25930380458,2021-05-19,
2021-08-04,2330,台積電,TW0002330008,6571882027,19358498431,25.34,74.65,100.0,100.0,25930380458,2021-05-19,
2021-08-05,2330,台積電,TW0002330008,6568231850,19362148608,25.33,74.66,100.0,100.0,25930380458,2021-05-19,
2021-08-06,2330,台積電,TW0002330008,6568841222,19361539236,25.33,74.66,100.0,100.0,25930380458,2021-05-19,
2021-08-09,2330,台積電,TW0002330008,6567949903,19362430555,25.32,74.67,100.0,100.0,25930380458,2021-05-19,
2021-08-10,2330,台積電,TW0002330008,6566519688,19363860770,25.32,74.67,100.0,100.0,25930380458,2021-05-19,
2021-08-11,2330,台積電,TW0002330008,6561855106,19368525352,25.3,74.69,100.0,100.0,25930380458,2021-05-19,
2021-08-12,2330,台積電,TW0002330008,6564730537,19365649921,25.31,74.68,100.0,100.0,25930380458,2021-05-19,
2021-08-13,2330,台積電,TW0002330008,6571396679,19358983779,25.34,74.65,100.0,100.0,25930380458,2021-05-19,
2021-08-16,2330,台積電,TW0002330008,6568809584,19361570874,25.33,74.66,100.0,100.0,25930380458,2021-05-19,
2021-08-17,2330,台積電,TW0002330008,6573510175,19356870283,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-08-18,2330,台積電,TW0002330008,6598556568,19331823890,25.44,74.55,100.0,100.0,25930380458,2021-05-19,
2021-08-19,2330,台積電,TW0002330008,6620972482,19309407976,25.53,74.46,100.0,100.0,25930380458,2021-05-19,
2021-08-20,2330,台積電,TW0002330008,6641586675,19288793783,25.61,74.38,100.0,100.0,25930380458,2021-05-19,
2021-08-23,2330,台積電,TW0002330008,6644785333,19285595125,25.62,74.37,100.0,100.0,25930380458,2021-05-19,
2021-08-24,2330,台積電,TW0002330008,6640530287,19289850171,25.6,74.39,100.0,100.0,25930380458,2021-05-19,
2021-08-25,2330,台積電,TW0002330008,6634377556,19296002902,25.58,74.41,100.0,100.0,25930380458,2021-05-19,
2021-08-26,2330,台積電,TW0002330008,6628500030,19301880428,25.56,74.43,100.0,100.0,25930380458,2021-05-19,
2021-08-27,2330,台積電,TW0002330008,6617865103,19312515355,25.52,74.47,100.0,100.0,25930380458,2021-05-19,
2021-08-30,2330,台積電,TW0002330008,6599135521,19331244937,25.44,74.55,100.0,100.0,25930380458,2021-05-19,
2021-08-31,2330,台積電,TW0002330008,6574094395,19356286063,25.35,74.64,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11008' target=_blank>4</a>
2021-09-01,2330,台積電,TW0002330008,6566735842,19363644616,25.32,74.67,100.0,100.0,25930380458,2021-05-19,
2021-09-02,2330,台積電,TW0002330008,6560163313,19370217145,25.29,74.7,100.0,100.0,25930380458,2021-05-19,
2021-09-03,2330,台積電,TW0002330008,6531165800,19399214658,25.18,74.81,100.0,100.0,25930380458,2021-05-19,
2021-09-06,2330,台積電,TW0002330008,6513786524,19416593934,25.12,74.87,100.0,100.0,25930380458,2021-05-19,
2021-09-07,2330,台積電,TW0002330008,6514520579,19415859879,25.12,74.87,100.0,100.0,25930380458,2021-05-19,
2021-09-08,2330,台積電,TW0002330008,6507321956,19423058502,25.09,74.9,100.0,100.0,25930380458,2021-05-19,
2021-09-09,2330,台積電,TW0002330008,6508937736,19421442722,25.1,74.89,100.0,100.0,25930380458,2021-05-19,
2021-09-10,2330,台積電,TW0002330008,6507683109,19422697349,25.09,74.9,100.0,100.0,25930380458,2021-05-19,
2021-09-13,2330,台積電,TW0002330008,6510507054,19419873404,25.1,74.89,100.0,100.0,25930380458,2021-05-19,
2021-09-14,2330,台積電,TW0002330008,6507028820,19423351638,25.09,74.9,100.0,100.0,25930380458,2021-05-19,
2021-09-15,2330,台積電,TW0002330008,6506969618,19423410840,25.09,74.9,100.0,100.0,25930380458,2021-05-19,
2021-09-16,2330,台積電,TW0002330008,6500769091,19429611367,25.07,74.92,100.0,100.0,25930380458,2021-05-19,
2021-09-17,2330,台積電,TW0002330008,6505157553,19425222905,25.08,74.91,100.0,100.0,25930380458,2021-05-19,
2021-09-22,2330,台積電,TW0002330008,6522371129,19408009329,25.15,74.84,100.0,100.0,25930380458,2021-05-19,
2021-09-23,2330,台積電,TW0002330008,6526047640,19404332818,25.16,74.83,100.0,100.0,25930380458,2021-05-19,
2021-09-24,2330,台積電,TW0002330008,6521684837,19408695621,25.15,74.84,100.0,100.0,25930380458,2021-05-19,
2021-09-27,2330,台積電,TW0002330008,6518557699,19411822759,25.13,74.86,100.0,100.0,25930380458,2021-05-19,
2021-09-28,2330,台積電,TW0002330008,6522984050,19407396408,25.15,74.84,100.0,100.0,25930380458,2021-05-19,
2021-09-29,2330,台積電,TW0002330008,6547603881,19382776577,25.25,74.74,100.0,100.0,25930380458,2021-05-19,
2021-09-30,2330,台積電,TW0002330008,6552830876,19377549582,25.27,74.72,100.0,100.0,25930380458,2021-05-19,
2021-10-01,2330,台積電,TW0002330008,6565172592,19365207866,25.31,74.68,100.0,100.0,25930380458,2021-05-19,
2021-10-04,2330,台積電,TW0002330008,6573643535,19356736923,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-10-05,2330,台積電,TW0002330008,6591192373,19339188085,25.41,74.58,100.0,100.0,25930380458,2021-05-19,
2021-10-06,2330,台積電,TW0002330008,6598935631,19331444827,25.44,74.55,100.0,100.0,25930380458,2021-05-19,
2021-10-07,2330,台積電,TW0002330008,6597972283,19332408175,25.44,74.55,100.0,100.0,25930380458,2021-05-19,
2021-10-08,2330,台積電,TW0002330008,6600731992,19329648466,25.45,74.54,100.0,100.0,25930380458,2021-05-19,
2021-10-12,2330,台積電,TW0002330008,6607392725,19322987733,25.48,74.51,100.0,100.0,25930380458,2021-05-19,
2021-10-13,2330,台積電,TW0002330008,6612798837,19317581621,25.5,74.49,100.0,100.0,25930380458,2021-05-19,
2021-10-14,2330,台積電,TW0002330008,6613024397,19317356061,25.5,74.49,100.0,100.0,25930380458,2021-05-19,
2021-10-15,2330,台積電,TW0002330008,6579931022,19350449436,25.37,74.62,100.0,100.0,25930380458,2021-05-19,
2021-10-18,2330,台積電,TW0002330008,6580578066,19349802392,25.37,74.62,100.0,100.0,25930380458,2021-05-19,
2021-10-19,2330,台積電,TW0002330008,6573803415,19356577043,25.35,74.64,100.0,100.0,25930380458,2021-05-19,
2021-10-20,2330,台積電,TW0002330008,6570948650,19359431808,25.34,74.65,100.0,100.0,25930380458,2021-05-19,
2021-10-21,2330,台積電,TW0002330008,6567913207,19362467251,25.32,74.67,100.0,100.0,25930380458,2021-05-19,
2021-10-22,2330,台積電,TW0002330008,6563746984,19366633474,25.31,74.68,100.0,100.0,25930380458,2021-05-19,
2021-10-25,2330,台積電,TW0002330008,6563494582,19366885876,25.31,74.68,100.0,100.0,25930380458,2021-05-19,
2021-10-26,2330,台積電,TW0002330008,6556162496,19374217962,25.28,74.71,100.0,100.0,25930380458,2021-05-19,
2021-10-27,2330,台積電,TW0002330008,6553477453,19376903005,25.27,74.72,100.0,100.0,25930380458,2021-05-19,
2021-10-28,2330,台積電,TW0002330008,6556010025,19374370433,25.28,74.71,100.0,100.0,25930380458,2021-05-19,
2021-10-29,2330,台積電,TW0002330008,6559583846,19370796612,25.29,74.7,100.0,100.0,25930380458,2021-05-19,
2021-11-01,2330,台積電,TW0002330008,6561480339,19368900119,25.3,74.69,100.0,100.0,25930380458,2021-05-19,
2021-11-02,2330,台積電,TW0002330008,6558965561,19371414897,25.29,74.7,100.0,100.0,25930380458,2021-05-19,
2021-11-03,2330,台積電,TW0002330008,6557294123,19373086335,25.28,74.71,100.0,100.0,25930380458,2021-05-19,
2021-11-04,2330,台積電,TW0002330008,6561286230,19369094228,25.3,74.69,100.0,100.0,25930380458,2021-05-19,
2021-11-05,2330,台積電,TW0002330008,6538842991,19391537467,25.21,74.78,100.0,100.0,25930380458,2021-05-19,
2021-11-08,2330,台積電,TW0002330008,6534379009,19396001449,25.19,74.8,100.0,100.0,25930380458,2021-05-19,
2021-11-09,2330,台積電,TW0002330008,6514552777,19415827681,25.12,74.87,100.0,100.0,25930380458,2021-05-19,
2021-11-10,2330,台積電,TW0002330008,6509545200,19420835258,25.1,74.89,100.0,100.0,25930380458,2021-05-19,
2021-11-11,2330,台積電,TW0002330008,6511711109,19418669349,25.11,74.88,100.0,100.0,25930380458,2021-05-19,
2021-11-12,2330,台積電,TW0002330008,6510730685,19419649773,25.1,74.89,100.0,100.0,25930380458,2021-05-19,
2021-11-15,2330,台積電,TW0002330008,6507154108,19423226350,25.09,74.9,100.0,100.0,25930380458,2021-05-19,
2021-11-16,2330,台積電,TW0002330008,6505425071,19424955387,25.08,74.91,100.0,100.0,25930380458,2021-05-19,
2021-11-17,2330,台積電,TW0002330008,6502847888,19427532570,25.07,74.92,100.0,100.0,25930380458,2021-05-19,
2021-11-18,2330,台積電,TW0002330008,6498900030,19431480428,25.06,74.93,100.0,100.0,25930380458,2021-05-19,
2021-11-19,2330,台積電,TW0002330008,6487720130,19442660328,25.01,74.98,100.0,100.0,25930380458,2021-05-19,
2021-11-22,2330,台積電,TW0002330008,6488405819,19441974639,25.02,74.97,100.0,100.0,25930380458,2021-05-19,
2021-11-23,2330,台積電,TW0002330008,6487341064,19443039394,25.01,74.98,100.0,100.0,25930380458,2021-05-19,
2021-11-24,2330,台積電,TW0002330008,6490906176,19439474282,25.03,74.96,100.0,100.0,25930380458,2021-05-19,
2021-11-25,2330,台積電,TW0002330008,6493507990,19436872468,25.04,74.95,100.0,100.0,25930380458,2021-05-19,
2021-11-26,2330,台積電,TW0002330008,6503918523,19426461935,25.08,74.91,100.0,100.0,25930380458,2021-05-19,
2021-11-29,2330,台積電,TW0002330008,6506934031,19423446427,25.09,74.9,100.0,100.0,25930380458,2021-05-19,
2021-11-30,2330,台積電,TW0002330008,6513180537,19417199921,25.11,74.88,100.0,100.0,25930380458,2021-05-19,
2021-12-01,2330,台積電,TW0002330008,6509924347,19420456111,25.1,74.89,100.0,100.0,25930380458,2021-05-19,
2021-12-02,2330,台積電,TW0002330008,6484328043,19446052415,25.0,74.99,100.0,100.0,25930380458,2021-05-19,
2021-12-03,2330,台積電,TW0002330008,6485521042,19444859416,25.01,74.98,100.0,100.0,25930380458,2021-05-19,
2021-12-06,2330,台積電,TW0002330008,6494073193,19436307265,25.04,74.95,100.0,100.0,25930380458,2021-05-19,
2021-12-07,2330,台積電,TW0002330008,6496308847,19434071611,25.05,74.94,100.0,100.0,25930380458,2021-05-19,
2021-12-08,2330,台積電,TW0002330008,6498172736,19432207722,25.06,74.93,100.0,100.0,25930380458,2021-05-19,
2021-12-09,2330,台積電,TW0002330008,6495908521,19434471937,25.05,74.94,100.0,100.0,25930380458,2021-05-19,
2021-12-10,2330,台積電,TW0002330008,6496520739,19433859719,25.05,74.94,100.0,100.0,25930380458,2021-05-19,
2021-12-13,2330,台積電,TW0002330008,6501220495,19429159963,25.07,74.92,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11012' target=_blank>4</a>
2021-12-14,2330,台積電,TW0002330008,6508119979,19422260479,25.09,74.9,100.0,100.0,25930380458,2021-05-19,
2021-12-15,2330,台積電,TW0002330008,6513906897,19416473561,25.12,74.87,100.0,100.0,25930380458,2021-05-19,
2021-12-16,2330,台積電,TW0002330008,6509172296,19421208162,25.1,74.89,100.0,100.0,25930380458,2021-05-19,
2021-12-17,2330,台積電,TW0002330008,6502258245,19428122213,25.07,74.92,100.0,100.0,25930380458,2021-05-19,
2021-12-20,2330,台積電,TW0002330008,6508933960,19421446498,25.1,74.89,100.0,100.0,25930380458,2021-05-19,
2021-12-21,2330,台積電,TW0002330008,6512364878,19418015580,25.11,74.88,100.0,100.0,25930380458,2021-05-19,
2021-12-22,2330,台積電,TW0002330008,6511132633,19419247825,25.11,74.88,100.0,100.0,25930380458,2021-05-19,
2021-12-23,2330,台積電,TW0002330008,6502654250,19427726208,25.07,74.92,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11012' target=_blank>4</a>
2021-12-24,2330,台積電,TW0002330008,6497484536,19432895922,25.05,74.94,100.0,100.0,25930380458,2021-05-19,
2021-12-27,2330,台積電,TW0002330008,6490938044,19439442414,25.03,74.96,100.0,100.0,25930380458,2021-05-19,
2021-12-28,2330,台積電,TW0002330008,6471358071,19459022387,24.95,75.04,100.0,100.0,25930380458,2021-05-19,
2021-12-29,2330,台積電,TW0002330008,6465968642,19464411816,24.93,75.06,100.0,100.0,25930380458,2021-05-19,
2021-12-30,2330,台積電,TW0002330008,6465340968,19465039490,24.93,75.06,100.0,100.0,25930380458,2021-05-19,
2022-01-03,2330,台積電,TW0002330008,6432839811,19497540647,24.8,75.19,100.0,100.0,25930380458,2021-05-19,
2022-01-04,2330,台積電,TW0002330008,6402102351,19528278107,24.68,75.31,100.0,100.0,25930380458,2021-05-19,
2022-01-05,2330,台積電,TW0002330008,6396189821,19534190637,24.66,75.33,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11101' target=_blank>4</a>
2022-01-06,2330,台積電,TW0002330008,6407509979,19522870479,24.71,75.28,100.0,100.0,25930380458,2021-05-19,
2022-01-07,2330,台積電,TW0002330008,6417603788,19512776670,24.74,75.25,100.0,100.0,25930380458,2021-05-19,
2022-01-10,2330,台積電,TW0002330008,6416974279,19513406179,24.74,75.25,100.0,100.0,25930380458,2021-05-19,
2022-01-11,2330,台積電,TW0002330008,6407657884,19522722574,24.71,75.28,100.0,100.0,25930380458,2021-05-19,
2022-01-12,2330,台積電,TW0002330008,6391617179,19538763279,24.64,75.35,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11101' target=_blank>4</a>
2022-01-13,2330,台積電,TW0002330008,6380753836,19549626622,24.6,75.39,100.0,100.0,25930380458,2021-05-19,
2022-01-14,2330,台積電,TW0002330008,6338443916,19591936542,24.44,75.55,100.0,100.0,25930380458,2021-05-19,
2022-01-17,2330,台積電,TW0002330008,6317842598,19612537860,24.36,75.63,100.0,100.0,25930380458,2021-05-19,
2022-01-18,2330,台積電,TW0002330008,6331304751,19599075707,24.41,75.58,100.0,100.0,25930380458,2021-05-19,
2022-01-19,2330,台積電,TW0002330008,6329794801,19600585657,24.41,75.58,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11101' target=_blank>4</a>
2022-01-20,2330,台積電,TW0002330008,6337976179,19592404279,24.44,75.55,100.0,100.0,25930380458,2021-05-19,
2022-01-21,2330,台積電,TW0002330008,6350645532,19579734926,24.49,75.5,100.0,100.0,25930380458,2021-05-19,
2022-01-24,2330,台積電,TW0002330008,6346587955,19583792503,24.47,75.52,100.0,100.0,25930380458,2021-05-19,
2022-01-25,2330,台積電,TW0002330008,6364834879,19565545579,24.54,75.45,100.0,100.0,25930380458,2021-05-19,
2022-01-26,2330,台積電,TW0002330008,6375905465,19554474993,24.58,75.41,100.0,100.0,25930380458,2021-05-19,
2022-01-27,2330,台積電,TW0002330008,6376291290,19554089168,24.59,75.4,100.0,100.0,25930380458,2021-05-19,
2022-01-28,2330,台積電,TW0002330008,6376291290,19554089168,24.59,75.4,100.0,100.0,25930380458,2021-05-19,
2022-02-07,2330,台積電,TW0002330008,6381384994,19548995464,24.6,75.39,100.0,100.0,25930380458,2021-05-19,
2022-02-08,2330,台積電,TW0002330008,6392850555,19537529903,24.65,75.34,100.0,100.0,25930380458,2021-05-19,
2022-02-09,2330,台積電,TW0002330008,6394960045,19535420413,24.66,75.33,100.0,100.0,25930380458,2021-05-19,
2022-02-10,2330,台積電,TW0002330008,6383907277,19546473181,24.61,75.38,100.0,100.0,25930380458,2021-05-19,
2022-02-11,2330,台積電,TW0002330008,6380738159,19549642299,24.6,75.39,100.0,100.0,25930380458,2021-05-19,
2022-02-14,2330,台積電,TW0002330008,6387500717,19542879741,24.63,75.36,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11102' target=_blank>4</a>
2022-02-15,2330,台積電,TW0002330008,6395989129,19534391329,24.66,75.33,100.0,100.0,25930380458,2021-05-19,
2022-02-16,2330,台積電,TW0002330008,6392786781,19537593677,24.65,75.34,100.0,100.0,25930380458,2021-05-19,
2022-02-17,2330,台積電,TW0002330008,6389765924,19540614534,24.64,75.35,100.0,100.0,25930380458,2021-05-19,
2022-02-18,2330,台積電,TW0002330008,6396676273,19533704185,24.66,75.33,100.0,100.0,25930380458,2021-05-19,
2022-02-21,2330,台積電,TW0002330008,6406678986,19523701472,24.7,75.29,100.0,100.0,25930380458,2021-05-19,
2022-02-22,2330,台積電,TW0002330008,6420267834,19510112624,24.75,75.24,100.0,100.0,25930380458,2021-05-19,
2022-02-23,2330,台積電,TW0002330008,6440657401,19489723057,24.83,75.16,100.0,100.0,25930380458,2021-05-19,
2022-02-24,2330,台積電,TW0002330008,6486323438,19444057020,25.01,74.98,100.0,100.0,25930380458,2021-05-19,
2022-02-25,2330,台積電,TW0002330008,6536638542,19393741916,25.2,74.79,100.0,100.0,25930380458,2021-05-19,
2022-03-01,2330,台積電,TW0002330008,6563561567,19366818891,25.31,74.68,100.0,100.0,25930380458,2021-05-19,
2022-03-02,2330,台積電,TW0002330008,6584404161,19345976297,25.39,74.6,100.0,100.0,25930380458,2021-05-19,
2022-03-03,2330,台積電,TW0002330008,6600517835,19329862623,25.45,74.54,100.0,100.0,25930380458,2021-05-19,
2022-03-04,2330,台積電,TW0002330008,6645905894,19284474564,25.62,74.37,100.0,100.0,25930380458,2021-05-19, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11103' target=_blank>4</a>
2022-03-07,2330,台積電,TW0002330008,6706337572,19224042886,25.86,74.13,100.0,100.0,25930380458,2021-05-19,
2022-03-08,2330,台積電,TW0002330008,6756276314,19174104144,26.05,73.94,100.0,100.0,25930380458,2021-05-19,
2022-03-09,2330,台積電,TW0002330008,6790854909,19139525549,26.18,73.81,100.0,100.0,25930380458,2021-05-19,
2022-03-10,2330,台積電,TW0002330008,6806237966,19125529492,26.24,73.75,100.0,100.0,25931767458,2022-03-10, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2022-03-11,2330,台積電,TW0002330008,6838286512,19093480946,26.37,73.62,100.0,100.0,25931767458,2022-03-10,
2022-03-14,2330,台積電,TW0002330008,6858486796,19073280662,26.44,73.55,100.0,100.0,25931767458,2022-03-10,
2022-03-15,2330,台積電,TW0002330008,6916240666,19015526792,26.67,73.32,100.0,100.0,25931767458,2022-03-10,
2022-03-16,2330,台積電,TW0002330008,6931639578,19000127880,26.73,73.26,100.0,100.0,25931767458,2022-03-10,
2022-03-17,2330,台積電,TW0002330008,6912392045,19019375413,26.65,73.34,100.0,100.0,25931767458,2022-03-10,
2022-03-18,2330,台積電,TW0002330008,6910794065,19020973393,26.64,73.35,100.0,100.0,25931767458,2022-03-10,
2022-03-21,2330,台積電,TW0002330008,6910782062,19020985396,26.64,73.35,100.0,100.0,25931767458,2022-03-10,
2022-03-22,2330,台積電,TW0002330008,6913612396,19018155062,26.66,73.33,100.0,100.0,25931767458,2022-03-10, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11103' target=_blank>4</a>
2022-03-23,2330,台積電,TW0002330008,6907424356,19024343102,26.63,73.36,100.0,100.0,25931767458,2022-03-10,
2022-03-24,2330,台積電,TW0002330008,6904071467,19027695991,26.62,73.37,100.0,100.0,25931767458,2022-03-10,
2022-03-25,2330,台積電,TW0002330008,6894857139,19036910319,26.58,73.41,100.0,100.0,25931767458,2022-03-10,
2022-03-28,2330,台積電,TW0002330008,6906601398,19025166060,26.63,73.36,100.0,100.0,25931767458,2022-03-10,
2022-03-29,2330,台積電,TW0002330008,6904518038,19027249420,26.62,73.37,100.0,100.0,25931767458,2022-03-10,
2022-03-30,2330,台積電,TW0002330008,6885807942,19045959516,26.55,73.44,100.0,100.0,25931767458,2022-03-10,
2022-03-31,2330,台積電,TW0002330008,6882176721,19049590737,26.53,73.46,100.0,100.0,25931767458,2022-03-10,
2022-04-01,2330,台積電,TW0002330008,6891732617,19040034841,26.57,73.42,100.0,100.0,25931767458,2022-03-10,
2022-04-06,2330,台積電,TW0002330008,6903992536,19027774922,26.62,73.37,100.0,100.0,25931767458,2022-03-10,
2022-04-07,2330,台積電,TW0002330008,6931495995,19000271463,26.72,73.27,100.0,100.0,25931767458,2022-03-10,
2022-04-08,2330,台積電,TW0002330008,6947179912,18984587546,26.79,73.2,100.0,100.0,25931767458,2022-03-10,
2022-04-11,2330,台積電,TW0002330008,6970426210,18961341248,26.87,73.12,100.0,100.0,25931767458,2022-03-10,
2022-04-12,2330,台積電,TW0002330008,6977799243,18953968215,26.9,73.09,100.0,100.0,25931767458,2022-03-10,
2022-04-13,2330,台積電,TW0002330008,6975531059,18956236399,26.89,73.1,100.0,100.0,25931767458,2022-03-10,
2022-04-14,2330,台積電,TW0002330008,6976867081,18954900377,26.9,73.09,100.0,100.0,25931767458,2022-03-10,
2022-04-15,2330,台積電,TW0002330008,6991120925,18940646533,26.95,73.04,100.0,100.0,25931767458,2022-03-10,
2022-04-18,2330,台積電,TW0002330008,6994749784,18937017674,26.97,73.02,100.0,100.0,25931767458,2022-03-10,
2022-04-19,2330,台積電,TW0002330008,6994400814,18937366644,26.97,73.02,100.0,100.0,25931767458,2022-03-10, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11104' target=_blank>4</a>
2022-04-20,2330,台積電,TW0002330008,6992505625,18939261833,26.96,73.03,100.0,100.0,25931767458,2022-03-10,
2022-04-21,2330,台積電,TW0002330008,6995103188,18936664270,26.97,73.02,100.0,100.0,25931767458,2022-03-10,
2022-04-22,2330,台積電,TW0002330008,7011462057,18920305401,27.03,72.96,100.0,100.0,25931767458,2022-03-10,
2022-04-25,2330,台積電,TW0002330008,7035927584,18895839874,27.13,72.86,100.0,100.0,25931767458,2022-03-10,
2022-04-26,2330,台積電,TW0002330008,7050985908,18880781550,27.19,72.8,100.0,100.0,25931767458,2022-03-10,
2022-04-27,2330,台積電,TW0002330008,7079576672,18852190786,27.3,72.69,100.0,100.0,25931767458,2022-03-10,
2022-04-28,2330,台積電,TW0002330008,7087740064,18844027394,27.33,72.66,100.0,100.0,25931767458,2022-03-10,
2022-04-29,2330,台積電,TW0002330008,7089270583,18842496875,27.33,72.66,100.0,100.0,25931767458,2022-03-10,
2022-05-03,2330,台積電,TW0002330008,7092567661,18839199797,27.35,72.64,100.0,100.0,25931767458,2022-03-10,
2022-05-04,2330,台積電,TW0002330008,7094954374,18836813084,27.36,72.63,100.0,100.0,25931767458,2022-03-10,
