stock_id,ymonth,max,min,trading_volume,trading_money,trading_turnover,date,close,open,spread
039426,2015M01,1.18,0.55,46912000,37565360,844,2016-01-01,0.92,1.18,-0.31
039427,2015M01,0.62,0.0,6238000,1482640,78,2016-01-01,0.0,0.6,-0.68
039428,2015M01,1.38,0.0,2596000,3124760,188,2016-01-01,0.0,0.0,0.0
039429,2015M01,2.55,0.0,9526000,13501220,486,2016-01-01,2.12,0.0,-0.58
039430,2015M01,1.39,0.0,6562000,5737380,156,2016-01-01,1.39,1.34,0.05
039431,2015M01,0.68,0.2,9910000,3633440,214,2016-01-01,0.51,0.65,-0.14
039432,2015M01,0.58,0.0,5762000,2507180,202,2016-01-01,0.41,0.58,-0.13
039433,2015M01,3.95,0.0,7462000,18257280,410,2016-01-01,0.0,2.17,0.0
039434,2015M01,1.37,0.57,6170000,6133720,334,2016-01-01,1.37,0.79,1.37
039435,2015M01,0.23,0.0,2136000,361080,38,2016-01-01,0.0,0.23,-0.24
039436,2015M01,0.15,0.0,60000,9000,2,2016-01-01,0.0,0.0,0.0
039437,2015M01,0.19,0.0,800000,140000,4,2016-01-01,0.19,0.0,0.19
039438,2015M01,1.91,0.0,884000,1341880,142,2016-01-01,1.61,0.0,1.61
039439,2015M01,1.85,0.9,66452000,92137080,2724,2016-01-01,0.94,0.91,-0.02
039440,2015M01,0.52,0.0,676000,292840,16,2016-01-01,0.0,0.0,0.0
039441,2015M01,1.15,0.0,368000,299200,48,2016-01-01,1.15,0.0,1.15
039442,2015M01,0.28,0.0,200000,28900,16,2016-01-01,0.0,0.0,0.0
039443,2015M01,0.8,0.54,13446000,9286820,288,2016-01-01,0.66,0.65,-0.08
039444,2015M01,1.07,0.0,2012000,1183960,24,2016-01-01,0.49,1.07,0.49
039445,2015M01,0.42,0.0,578000,187840,28,2016-01-01,0.42,0.0,0.42
039446,2015M01,1.23,0.0,2640000,2739640,142,2016-01-01,0.0,0.0,0.0
039447,2015M01,3.56,0.0,50000,98340,14,2016-01-01,0.0,3.56,0.0
039448,2015M01,0.89,0.0,4550000,2126940,154,2016-01-01,0.0,0.89,-0.9
039449,2015M01,0.42,0.0,2200000,605000,96,2016-01-01,0.2,0.42,-0.29
039450,2015M01,4.42,0.0,296000,1142000,58,2016-01-01,0.0,0.0,0.0
039451,2015M01,0.28,0.0,912000,178060,32,2016-01-01,0.13,0.28,0.13
039452,2015M01,0.7,0.0,1818000,953080,98,2016-01-01,0.51,0.67,-0.19
039453,2015M01,0.4,0.0,3424000,628560,90,2016-01-01,0.08,0.4,-0.36
039454,2015M01,0.11,0.0,9836000,498860,176,2016-01-01,0.0,0.11,-0.12
039455,2015M01,0.74,0.0,20434000,9559040,368,2016-01-01,0.69,0.58,0.09
039456,2015M01,1.05,0.53,19632000,16002940,530,2016-01-01,0.8,1.05,-0.23
039457,2015M01,0.81,0.0,13814000,7057920,238,2016-01-01,0.59,0.8,-0.12
039458,2015M01,0.3,0.0,2942000,439780,52,2016-01-01,0.15,0.0,-0.24
039459,2015M01,0.66,0.0,6286000,2562580,136,2016-01-01,0.4,0.66,-0.25
039460,2015M01,0.23,0.0,22170000,4774680,108,2016-01-01,0.0,0.23,0.0
039461,2015M01,0.27,0.0,200000,54000,2,2016-01-01,0.27,0.0,0.27
039462,2015M01,0.99,0.35,179792000,115874620,4302,2016-01-01,0.61,0.46,0.13
039463,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039464,2015M01,1.17,0.0,174000,172840,32,2016-01-01,0.0,1.17,0.0
039465,2015M01,0.37,0.0,15438000,3655600,170,2016-01-01,0.22,0.36,-0.17
039466,2015M01,0.8,0.0,12004000,8032200,306,2016-01-01,0.74,0.63,0.09
039467,2015M01,0.42,0.0,700000,142260,14,2016-01-01,0.0,0.42,-0.53
039468,2015M01,0.54,0.14,26426000,9407860,722,2016-01-01,0.37,0.45,-0.12
039469,2015M01,0.66,0.26,30050000,13966380,428,2016-01-01,0.57,0.66,-0.12
039470,2015M01,1.47,0.0,1146000,1320280,62,2016-01-01,1.46,1.0,0.38
039471,2015M01,2.06,0.91,15302000,21615880,482,2016-01-01,1.5,1.81,-0.5
039472,2015M01,1.26,0.0,4518000,4010020,150,2016-01-01,0.85,1.22,-0.4
039473,2015M01,0.48,0.0,21522000,4458720,3044,2016-01-01,0.45,0.42,-0.01
039474,2015M01,0.16,0.0,2000,320,2,2016-01-01,0.0,0.0,0.0
039475,2015M01,2.67,0.0,412000,919400,50,2016-01-01,2.25,0.0,2.25
039476,2015M01,0.19,0.0,26180000,2157900,276,2016-01-01,0.0,0.19,0.0
039477,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039478,2015M01,0.37,0.0,3568000,646180,42,2016-01-01,0.1,0.0,-0.38
039479,2015M01,0.39,0.0,1000000,299840,16,2016-01-01,0.0,0.0,0.0
039480,2015M01,0.55,0.0,5754000,2080100,152,2016-01-01,0.42,0.38,0.01
039481,2015M01,1.01,0.32,23566000,13093220,384,2016-01-01,0.53,1.01,-0.5
039482,2015M01,0.65,0.0,7518000,3445640,128,2016-01-01,0.34,0.55,-0.32
039483,2015M01,1.36,0.0,1820000,2017840,146,2016-01-01,1.34,0.0,1.34
039484,2015M01,1.0,0.34,32148000,22472460,1316,2016-01-01,0.58,0.94,-0.39
039485,2015M01,1.38,0.83,6950000,7786420,292,2016-01-01,1.17,1.38,-0.13
039486,2015M01,1.48,0.0,386000,550380,22,2016-01-01,0.0,0.0,0.0
039487,2015M01,0.9,0.0,7956000,5301960,220,2016-01-01,0.58,0.83,0.58
039488,2015M01,3.23,1.04,25968000,50003040,868,2016-01-01,2.72,1.83,0.92
039489,2015M01,1.0,0.0,2004000,1554200,190,2016-01-01,0.82,0.96,-0.12
039490,2015M01,0.74,0.0,3114000,1828960,318,2016-01-01,0.52,0.0,0.52
039491,2015M01,0.32,0.0,40000,12400,4,2016-01-01,0.0,0.0,0.0
039492,2015M01,0.64,0.15,6248000,1629400,202,2016-01-01,0.61,0.51,0.07
039493,2015M01,0.13,0.0,3604000,255500,158,2016-01-01,0.0,0.0,0.0
039494,2015M01,0.23,0.0,40000,9000,4,2016-01-01,0.23,0.0,0.23
039495,2015M01,1.04,0.48,6362000,4350680,418,2016-01-01,0.88,1.04,-0.18
039496,2015M01,0.74,0.0,848000,469320,76,2016-01-01,0.57,0.55,-0.02
039497,2015M01,1.89,1.15,4120000,5750400,328,2016-01-01,1.23,1.89,-0.7
039498,2015M01,0.17,0.0,6322000,796580,144,2016-01-01,0.04,0.17,-0.16
039499,2015M01,0.11,0.0,3410000,179280,152,2016-01-01,0.09,0.11,-0.05
039500,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039501,2015M01,0.34,0.0,610000,172200,14,2016-01-01,0.0,0.34,0.0
039502,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.52
039503,2015M01,0.74,0.0,4338000,2277800,168,2016-01-01,0.53,0.74,-0.27
039504,2015M01,0.58,0.0,3172000,1456260,44,2016-01-01,0.38,0.58,-0.24
039505,2015M01,0.39,0.0,180000,63400,8,2016-01-01,0.29,0.0,0.29
039506,2015M01,0.9,0.0,16340000,11076500,694,2016-01-01,0.75,0.57,0.09
039507,2015M01,1.25,0.0,7610000,6158680,450,2016-01-01,0.0,0.7,-0.71
039508,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039509,2015M01,0.62,0.35,83206000,37888220,1212,2016-01-01,0.55,0.62,-0.11
039510,2015M01,0.62,0.0,2228000,776220,92,2016-01-01,0.25,0.0,0.25
039511,2015M01,0.87,0.0,326000,227140,60,2016-01-01,0.87,0.73,0.04
039512,2015M01,0.6,0.0,7278000,2156500,142,2016-01-01,0.0,0.58,-0.64
039513,2015M01,0.64,0.0,11870000,4427760,158,2016-01-01,0.17,0.64,-0.54
039514,2015M01,1.35,0.41,37298000,22070200,786,2016-01-01,0.59,1.35,-1.12
039515,2015M01,2.29,0.65,33722000,44213680,1268,2016-01-01,0.81,2.25,-1.38
039516,2015M01,2.41,1.26,6656000,11174580,294,2016-01-01,1.82,2.37,-0.44
039517,2015M01,0.13,0.0,558000,56640,38,2016-01-01,0.0,0.0,0.0
039518,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039519,2015M01,1.18,0.0,1982000,2002980,60,2016-01-01,1.06,0.0,1.06
039520,2015M01,0.71,0.0,2678000,1519480,132,2016-01-01,0.51,0.0,0.51
039521,2015M01,0.73,0.0,4280000,2252280,110,2016-01-01,0.73,0.0,-0.24
039522,2015M01,0.88,0.0,6196000,2900580,146,2016-01-01,0.31,0.85,-0.67
039523,2015M01,0.03,0.0,80000,1600,4,2016-01-01,0.03,0.0,0.03
039524,2015M01,0.87,0.0,15278000,9815600,366,2016-01-01,0.53,0.87,-0.37
039525,2015M01,0.68,0.45,23308000,12993860,322,2016-01-01,0.64,0.59,0.02
039526,2015M01,0.22,0.0,500000,86200,16,2016-01-01,0.0,0.22,-0.26
039527,2015M01,1.06,0.0,12772000,9384980,268,2016-01-01,0.0,1.06,-1.18
039528,2015M01,0.35,0.0,4876000,1241440,82,2016-01-01,0.0,0.0,-0.39
039529,2015M01,1.09,0.41,32550000,22879960,1094,2016-01-01,0.46,1.08,-0.62
039530,2015M01,0.87,0.32,14642000,7940240,484,2016-01-01,0.49,0.83,-0.44
039531,2015M01,1.57,0.0,6712000,8864180,234,2016-01-01,1.45,0.0,1.45
039532,2015M01,0.21,0.0,172000,30540,14,2016-01-01,0.18,0.0,0.18
039533,2015M01,0.49,0.0,7776000,2646980,138,2016-01-01,0.38,0.49,0.38
039534,2015M01,0.48,0.0,8756000,2853880,218,2016-01-01,0.45,0.35,0.07
039535,2015M01,0.19,0.0,20282000,1601880,196,2016-01-01,0.09,0.0,0.09
039536,2015M01,3.34,0.0,624000,1788340,100,2016-01-01,2.51,2.22,0.21
039537,2015M01,1.16,0.39,19512000,13588120,738,2016-01-01,0.86,1.13,-0.35
039538,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039539,2015M01,0.43,0.0,10000,4300,2,2016-01-01,0.0,0.0,0.0
039540,2015M01,0.78,0.0,6952000,3313960,78,2016-01-01,0.72,0.63,0.72
039541,2015M01,0.33,0.0,1084000,129440,26,2016-01-01,0.0,0.0,-0.42
039542,2015M01,2.67,0.0,20000,53400,2,2016-01-01,0.0,2.67,0.0
039543,2015M01,0.58,0.0,714000,353800,34,2016-01-01,0.0,0.0,0.0
039544,2015M01,0.55,0.26,6206000,2308020,182,2016-01-01,0.41,0.55,-0.13
039545,2015M01,0.74,0.33,61968000,37577100,1170,2016-01-01,0.63,0.67,-0.05
039546,2015M01,0.88,0.37,54684000,34173280,1430,2016-01-01,0.59,0.44,0.11
039547,2015M01,0.23,0.0,22624000,3897360,286,2016-01-01,0.1,0.23,-0.16
039548,2015M01,0.74,0.37,4412000,2430680,322,2016-01-01,0.74,0.65,0.05
039549,2015M01,0.96,0.0,82000,77120,4,2016-01-01,0.0,0.0,0.0
039550,2015M01,0.6,0.0,3128000,1800600,16,2016-01-01,0.0,0.0,0.0
039551,2015M01,0.71,0.0,40000,25000,4,2016-01-01,0.0,0.0,0.0
039552,2015M01,0.67,0.0,566000,226060,36,2016-01-01,0.0,0.67,0.0
039553,2015M01,0.77,0.0,5942000,2171320,192,2016-01-01,0.14,0.77,-0.74
039554,2015M01,2.01,0.0,7304000,6007820,64,2016-01-01,0.63,2.01,-1.58
039555,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039556,2015M01,1.34,0.0,3146000,2924960,84,2016-01-01,1.33,1.13,0.03
039557,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039558,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039559,2015M01,1.9,0.0,5204000,7479340,180,2016-01-01,1.71,0.0,0.67
039560,2015M01,0.99,0.22,45436000,21792820,1310,2016-01-01,0.26,0.99,-0.83
039561,2015M01,0.65,0.0,68000,39420,14,2016-01-01,0.0,0.0,-0.77
039562,2015M01,1.71,0.0,1208000,1955560,16,2016-01-01,0.0,0.0,0.0
039563,2015M01,1.04,0.0,5258000,3120020,130,2016-01-01,0.98,0.74,0.98
039564,2015M01,1.05,0.0,1236000,874880,78,2016-01-01,1.02,0.85,1.02
039565,2015M01,0.56,0.0,1378000,629820,36,2016-01-01,0.0,0.0,-0.7
039566,2015M01,1.81,0.0,11108000,11227660,322,2016-01-01,0.9,1.81,-1.03
039567,2015M01,0.77,0.0,6472000,3748480,130,2016-01-01,0.0,0.77,-0.82
039568,2015M01,1.11,0.0,1956000,1751460,88,2016-01-01,0.9,1.08,0.9
039569,2015M01,0.52,0.0,1206000,464700,28,2016-01-01,0.52,0.49,-0.01
039570,2015M01,1.17,0.0,346000,333040,16,2016-01-01,1.0,0.94,-0.04
039571,2015M01,0.12,0.0,2316000,138260,48,2016-01-01,0.0,0.0,0.0
039572,2015M01,0.2,0.0,180000,26700,12,2016-01-01,0.11,0.0,0.11
039573,2015M01,0.57,0.0,2590000,1220140,78,2016-01-01,0.0,0.55,-0.61
039574,2015M01,0.94,0.0,12932000,8839520,222,2016-01-01,0.42,0.84,-0.41
039575,2015M01,0.87,0.0,1284000,494780,44,2016-01-01,0.0,0.87,-0.96
039576,2015M01,0.22,0.0,244000,52300,12,2016-01-01,0.0,0.0,0.0
039577,2015M01,0.5,0.0,420000,198000,12,2016-01-01,0.0,0.5,-0.64
039578,2015M01,1.2,0.0,3452000,3443200,98,2016-01-01,1.2,1.05,0.16
039579,2015M01,0.56,0.0,8412000,2259260,194,2016-01-01,0.3,0.56,-0.32
039580,2015M01,0.46,0.0,9172000,1949380,136,2016-01-01,0.21,0.46,0.21
039581,2015M01,0.4,0.0,1592000,306560,44,2016-01-01,0.0,0.4,-0.42
039582,2015M01,0.81,0.0,4120000,2019580,86,2016-01-01,0.0,0.45,0.0
039583,2015M01,1.16,0.68,10992000,10305120,394,2016-01-01,1.12,0.97,0.16
039584,2015M01,2.54,0.0,1002000,2277480,66,2016-01-01,2.51,0.0,-0.12
039585,2015M01,0.49,0.0,4016000,1373540,204,2016-01-01,0.0,0.49,-0.55
039586,2015M01,0.42,0.0,23334000,3579640,716,2016-01-01,0.05,0.42,-0.4
039587,2015M01,0.36,0.0,668000,217100,4,2016-01-01,0.0,0.0,0.0
039588,2015M01,0.33,0.0,5320000,1045380,228,2016-01-01,0.16,0.33,-0.19
039589,2015M01,0.9,0.0,962000,552380,84,2016-01-01,0.0,0.9,0.0
039590,2015M01,2.95,0.0,3748000,6614760,164,2016-01-01,0.0,0.0,0.0
039591,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,-0.44
039592,2015M01,0.81,0.39,22214000,11916420,362,2016-01-01,0.58,0.8,-0.25
039593,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039594,2015M01,1.09,0.0,8378000,3081200,84,2016-01-01,0.4,1.09,-0.81
039595,2015M01,1.09,0.0,22000,23160,6,2016-01-01,1.02,0.0,-0.06
039596,2015M01,0.85,0.0,8302000,4567360,126,2016-01-01,0.47,0.84,-0.39
039597,2015M01,0.36,0.0,1042000,269500,38,2016-01-01,0.0,0.0,0.0
039598,2015M01,0.39,0.0,1762000,478480,58,2016-01-01,0.11,0.39,0.11
039599,2015M01,0.21,0.0,180000,37800,2,2016-01-01,0.0,0.0,-0.4
039600,2015M01,0.35,0.0,2808000,322700,40,2016-01-01,0.0,0.35,-0.36
039601,2015M01,1.3,0.0,4564000,5217400,132,2016-01-01,0.0,0.0,0.0
039602,2015M01,0.91,0.0,2944000,1623160,56,2016-01-01,0.0,0.81,0.0
039603,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039604,2015M01,0.67,0.0,2384000,1200320,82,2016-01-01,0.58,0.67,0.58
039605,2015M01,0.3,0.0,14794000,1789200,218,2016-01-01,0.0,0.3,-0.41
039606,2015M01,1.05,0.0,4174000,2947240,198,2016-01-01,0.0,1.05,-1.09
039607,2015M01,0.45,0.0,436000,124180,54,2016-01-01,0.22,0.45,-0.34
039608,2015M01,1.69,0.0,470000,787120,20,2016-01-01,0.0,0.0,0.0
039609,2015M01,1.29,0.0,2948000,3289360,134,2016-01-01,1.29,0.0,1.29
039610,2015M01,2.21,0.0,6900000,10904020,288,2016-01-01,1.4,0.0,1.4
039611,2015M01,1.18,0.54,5846000,4824900,250,2016-01-01,0.84,1.18,-0.33
039612,2015M01,1.77,0.86,6572000,8453880,376,2016-01-01,1.08,1.77,-0.69
039613,2015M01,0.43,0.0,3472000,939560,94,2016-01-01,0.0,0.43,-0.47
039614,2015M01,0.6,0.0,536000,266400,38,2016-01-01,0.0,0.0,0.0
039615,2015M01,0.14,0.0,200000,28000,2,2016-01-01,0.0,0.0,0.0
039616,2015M01,0.43,0.0,320000,81820,14,2016-01-01,0.19,0.43,0.19
039617,2015M01,0.65,0.0,16268000,8240560,600,2016-01-01,0.46,0.0,0.46
039618,2015M01,0.55,0.0,1168000,580140,22,2016-01-01,0.0,0.0,0.0
039619,2015M01,0.3,0.0,676000,154640,32,2016-01-01,0.0,0.0,-0.36
039620,2015M01,0.47,0.0,282000,114160,16,2016-01-01,0.0,0.47,0.0
039621,2015M01,0.61,0.0,7654000,4059660,192,2016-01-01,0.53,0.5,-0.01
039622,2015M01,2.01,0.0,2726000,4430780,270,2016-01-01,1.57,0.0,1.57
039623,2015M01,0.37,0.0,1600000,319600,34,2016-01-01,0.19,0.37,0.19
039624,2015M01,0.47,0.06,27010000,4219100,1254,2016-01-01,0.14,0.47,-0.35
039625,2015M01,2.5,0.0,4284000,8339740,38,2016-01-01,0.0,1.69,0.0
039626,2015M01,0.37,0.0,40000,14800,2,2016-01-01,0.0,0.0,0.0
039627,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039628,2015M01,0.38,0.0,216000,62020,14,2016-01-01,0.0,0.0,0.0
039629,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039630,2015M01,0.76,0.0,11998000,5310160,274,2016-01-01,0.62,0.72,-0.11
039631,2015M01,1.31,0.0,1724000,2123200,66,2016-01-01,1.01,1.27,-0.32
039632,2015M01,1.11,0.0,3484000,2933440,100,2016-01-01,0.93,1.08,-0.1
039633,2015M01,1.2,0.26,32108000,17685560,564,2016-01-01,0.51,1.2,-0.8
039634,2015M01,1.05,0.29,45906000,20470800,826,2016-01-01,0.52,1.05,-0.55
039635,2015M01,1.16,0.0,7486000,4471460,362,2016-01-01,0.48,1.16,-0.7
039636,2015M01,0.57,0.09,102602000,19913680,1854,2016-01-01,0.2,0.57,-0.44
039637,2015M01,0.8,0.0,70000,37700,4,2016-01-01,0.0,0.0,-1.17
039638,2015M01,0.94,0.5,5126000,3727400,214,2016-01-01,0.69,0.89,-0.23
039639,2015M01,1.0,0.0,7402000,4785900,178,2016-01-01,0.0,1.0,0.0
039640,2015M01,1.37,0.0,20160000,9558340,286,2016-01-01,0.62,1.37,-0.86
039641,2015M01,2.46,0.0,22762000,29591280,798,2016-01-01,1.95,0.0,1.95
039642,2015M01,0.24,0.0,1784000,340480,44,2016-01-01,0.18,0.0,-0.1
039643,2015M01,0.56,0.26,16792000,7141180,490,2016-01-01,0.45,0.36,0.07
039644,2015M01,0.54,0.0,372000,174000,28,2016-01-01,0.49,0.0,0.49
039645,2015M01,1.33,0.38,12296000,8726400,680,2016-01-01,0.64,1.33,0.64
039646,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039647,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039648,2015M01,0.61,0.28,4788000,2109820,144,2016-01-01,0.32,0.61,-0.31
039649,2015M01,0.44,0.0,5796000,1786520,174,2016-01-01,0.27,0.21,0.08
039650,2015M01,0.67,0.0,11776000,6806100,222,2016-01-01,0.59,0.55,0.59
039651,2015M01,0.66,0.0,6434000,3394240,138,2016-01-01,0.47,0.0,0.47
039652,2015M01,2.83,1.05,37724000,59693500,1256,2016-01-01,2.34,1.41,0.93
039653,2015M01,0.63,0.0,2354000,949220,46,2016-01-01,0.0,0.63,-0.79
039654,2015M01,0.53,0.22,9898000,3886780,184,2016-01-01,0.36,0.48,-0.15
039655,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039656,2015M01,0.5,0.0,2128000,837640,80,2016-01-01,0.48,0.0,0.48
039657,2015M01,1.06,0.0,15592000,9879520,340,2016-01-01,1.06,0.4,0.63
039658,2015M01,0.42,0.0,4864000,931280,144,2016-01-01,0.19,0.37,-0.28
039659,2015M01,0.31,0.0,7718000,872020,70,2016-01-01,0.1,0.31,-0.25
039660,2015M01,1.7,0.83,3600000,4414500,322,2016-01-01,1.31,1.57,-0.4
039661,2015M01,0.45,0.0,320000,114060,22,2016-01-01,0.32,0.45,0.32
039662,2015M01,0.11,0.0,682000,64220,12,2016-01-01,0.0,0.11,-0.01
039663,2015M01,2.15,0.73,14842000,20348140,412,2016-01-01,1.28,2.14,1.28
039664,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039665,2015M01,0.83,0.0,9902000,2576840,288,2016-01-01,0.13,0.83,-0.82
039666,2015M01,1.45,0.43,12348000,10494420,530,2016-01-01,1.21,1.43,-0.16
039667,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039668,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039669,2015M01,3.51,0.0,584000,1843160,48,2016-01-01,0.0,0.0,0.0
039670,2015M01,4.2,0.0,872000,2734620,82,2016-01-01,0.0,0.0,0.0
039671,2015M01,1.33,0.0,1938000,1259760,154,2016-01-01,1.32,0.49,1.32
039672,2015M01,0.45,0.0,5522000,1629640,70,2016-01-01,0.15,0.42,-0.3
039673,2015M01,0.05,0.0,20000,1000,2,2016-01-01,0.0,0.0,0.0
039674,2015M01,0.88,0.0,1404000,1076020,18,2016-01-01,0.0,0.0,0.0
039675,2015M01,2.0,0.63,20338000,22781420,884,2016-01-01,1.47,2.0,-0.56
039676,2015M01,0.38,0.0,200000,76000,2,2016-01-01,0.0,0.38,0.0
039677,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039678,2015M01,2.1,0.73,6084000,7521960,726,2016-01-01,1.17,2.1,-1.07
039679,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039680,2015M01,0.63,0.0,6042000,997100,82,2016-01-01,0.1,0.63,0.1
039681,2015M01,1.0,0.36,28344000,15690820,686,2016-01-01,0.65,1.0,-0.38
039682,2015M01,0.03,0.0,3642000,50280,60,2016-01-01,0.0,0.02,-0.02
039683,2015M01,0.15,0.0,3134000,214480,166,2016-01-01,0.05,0.14,-0.11
039684,2015M01,1.39,0.31,13514000,10736260,1238,2016-01-01,0.67,1.38,-0.82
039685,2015M01,0.93,0.39,23128000,14138520,520,2016-01-01,0.64,0.93,-0.28
039686,2015M01,0.26,0.0,98000,18800,10,2016-01-01,0.0,0.0,0.0
039687,2015M01,1.09,0.0,9046000,7016600,92,2016-01-01,0.29,1.09,-1.07
039688,2015M01,1.41,0.0,10772000,9856340,172,2016-01-01,0.38,1.39,0.38
039689,2015M01,1.55,0.0,1196000,1387020,36,2016-01-01,0.0,0.77,0.0
039690,2015M01,0.73,0.0,1662000,971980,50,2016-01-01,0.0,0.73,-0.71
039691,2015M01,0.78,0.0,40000,23700,4,2016-01-01,0.0,0.78,0.0
039692,2015M01,1.47,0.0,4002000,4456600,98,2016-01-01,1.04,0.0,1.04
039693,2015M01,1.17,0.0,7218000,6636780,144,2016-01-01,0.94,1.17,-0.42
039694,2015M01,2.35,0.0,44000,99020,16,2016-01-01,0.0,0.0,-2.41
039695,2015M01,0.27,0.0,4936000,644120,152,2016-01-01,0.08,0.27,-0.24
039696,2015M01,0.94,0.39,30804000,20562220,636,2016-01-01,0.7,0.94,-0.29
039697,2015M01,2.16,1.07,12480000,18044460,620,2016-01-01,2.04,1.09,0.95
039698,2015M01,0.37,0.0,2648000,728400,28,2016-01-01,0.0,0.37,0.0
039699,2015M01,0.61,0.23,10690000,4431900,258,2016-01-01,0.39,0.61,-0.31
039700,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039701,2015M01,0.32,0.0,1438000,252080,26,2016-01-01,0.12,0.32,0.12
039702,2015M01,0.89,0.0,17514000,9313540,180,2016-01-01,0.86,0.0,0.21
039703,2015M01,0.48,0.0,8724000,3475920,62,2016-01-01,0.0,0.0,0.0
039704,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039705,2015M01,0.44,0.0,7962000,2264000,154,2016-01-01,0.29,0.42,-0.13
039706,2015M01,0.47,0.0,762000,276160,36,2016-01-01,0.0,0.47,-0.51
039707,2015M01,2.46,1.29,8388000,16970960,540,2016-01-01,1.84,2.39,-0.58
039708,2015M01,0.82,0.0,1434000,922160,86,2016-01-01,0.74,0.0,0.74
039709,2015M01,1.68,0.0,40000,65000,4,2016-01-01,0.0,0.0,0.0
039710,2015M01,4.84,0.0,658000,2013760,420,2016-01-01,3.09,4.84,3.09
039711,2015M01,0.53,0.0,1032000,478360,22,2016-01-01,0.43,0.53,-0.27
039712,2015M01,0.66,0.0,26118000,8819300,292,2016-01-01,0.0,0.0,-0.67
039713,2015M01,0.68,0.0,1880000,1045200,62,2016-01-01,0.0,0.67,0.0
039714,2015M01,1.73,0.0,600000,958580,40,2016-01-01,0.0,1.67,0.0
039715,2015M01,0.05,0.0,160000,8000,2,2016-01-01,0.0,0.0,0.0
039716,2015M01,0.77,0.0,2184000,981860,46,2016-01-01,0.0,0.77,-0.9
039717,2015M01,0.37,0.0,1200000,438000,4,2016-01-01,0.0,0.0,0.0
039718,2015M01,1.02,0.39,9384000,6387400,292,2016-01-01,0.45,0.93,-0.52
039719,2015M01,0.38,0.0,1850000,420140,40,2016-01-01,0.21,0.38,-0.18
039720,2015M01,0.71,0.0,360000,239400,8,2016-01-01,0.0,0.71,0.0
039721,2015M01,0.75,0.49,12666000,8122960,334,2016-01-01,0.65,0.73,-0.06
039722,2015M01,0.82,0.0,3956000,2410540,106,2016-01-01,0.66,0.0,-0.22
039723,2015M01,0.97,0.0,1944000,1435980,100,2016-01-01,0.0,0.94,-0.98
039724,2015M01,1.13,0.0,2912000,2949420,156,2016-01-01,0.89,1.1,-0.14
039725,2015M01,1.28,0.0,7456000,6916460,414,2016-01-01,0.92,0.0,-0.63
039726,2015M01,0.81,0.0,14266000,9559000,434,2016-01-01,0.51,0.79,-0.3
039727,2015M01,0.32,0.0,30000,5000,4,2016-01-01,0.0,0.0,0.0
039728,2015M01,0.0,0.0,0,0,0,2016-01-01,0.0,0.0,0.0
039729,2015M01,0.57,0.0,7920000,1371680,130,2016-01-01,0.21,0.57,-0.42
039730,2015M01,0.24,0.0,2624000,455000,64,2016-01-01,0.0,0.24,-0.26
039731,2015M01,0.3,0.0,788000,202220,36,2016-01-01,0.27,0.0,-0.05
039732,2015M01,1.09,0.0,15804000,13103760,498,2016-01-01,1.09,0.89,0.17
039733,2015M01,0.21,0.0,40000,4660,6,2016-01-01,0.04,0.0,0.04
039734,2015M01,0.24,0.0,3558000,396260,36,2016-01-01,0.08,0.24,0.08
039735,2015M01,0.54,0.0,158000,38340,28,2016-01-01,0.14,0.0,0.14
039736,2015M01,0.51,0.0,512000,197200,28,2016-01-01,0.5,0.0,0.5
039737,2015M01,0.44,0.0,680000,228000,32,2016-01-01,0.0,0.36,-0.39
039738,2015M01,1.27,0.0,40000,49600,4,2016-01-01,0.0,0.0,0.0
